Site,Total_Samples,ACC_Mean,ACC_Std,AUC_Mean,AUC_Std,F1_Mean,Sens_Mean,Spec_Mean,TN_Total,FP_Total,FN_Total,TP_Total
CALTECH,37,0.4261904761904762,0.2364002164937178,0.4416666666666667,0.27112164141662404,0.4103174603174603,0.41666666666666663,0.4333333333333333,8,10,11,8
CMU,27,0.46333333333333326,0.15293426329272614,0.5888888888888889,0.3212629398844658,0.4609523809523809,0.5333333333333333,0.36666666666666664,5,8,6,8
KKI,48,0.42000000000000004,0.09242948596926855,0.575,0.18333333333333335,0.5431013431013432,0.85,0.12000000000000002,3,25,3,17
LEUVEN,63,0.5089743589743589,0.11246301167087264,0.5314285714285714,0.12067835475395926,0.4346320346320346,0.43999999999999995,0.5571428571428572,19,15,16,13
MAX_MUN,52,0.5034343434343433,0.21323134231719604,0.4913333333333334,0.19145756710038914,0.5553846153846154,0.72,0.32,9,19,7,17
NYU,175,0.5085714285714286,0.06194138111051084,0.6270000000000001,0.09067892074052639,0.5559818342576963,0.76,0.32,32,68,18,57
OHSU,26,0.6866666666666668,0.31411250638372656,0.6222222222222223,0.33407325285273126,0.6504761904761904,0.6333333333333333,0.7333333333333333,10,4,5,7
OLIN,34,0.5142857142857142,0.31298431857438064,0.55,0.348010216963685,0.5708513708513708,0.65,0.3333333333333333,5,10,6,13
PITT,56,0.6257575757575757,0.11383820458340511,0.6888888888888889,0.11423389477755447,0.6655011655011654,0.72,0.5266666666666666,14,13,8,21
SBL,30,0.4333333333333333,0.3027650354097492,0.4666666666666667,0.24745619390355658,0.43809523809523804,0.6,0.26666666666666666,4,11,6,9
SDSU,36,0.42023809523809524,0.17685684796241793,0.5816666666666667,0.24269322199023197,0.4590909090909091,0.7333333333333333,0.22999999999999998,5,17,4,10
STANFORD,39,0.5357142857142857,0.12371791482634839,0.4875,0.1695582495781317,0.6133333333333333,0.8166666666666667,0.25,5,15,3,16
TRINITY,47,0.5911111111111111,0.17112554051714185,0.664,0.11976643937263892,0.6476190476190476,0.8099999999999999,0.4,10,15,4,18
UCLA,98,0.6526315789473685,0.05732373923892626,0.6853535353535353,0.1087865188476565,0.7333161111751816,0.8690909090909091,0.38055555555555554,17,27,7,47
UM,140,0.5285805509943441,0.05144553784790362,0.6446886446886447,0.06874434226841117,0.6452419667053814,0.910989010989011,0.18761904761904763,14,60,6,60
USM,71,0.6628571428571428,0.08724817991201411,0.7253333333333333,0.13848991584271922,0.7648639851197396,0.8511111111111112,0.32,8,17,7,39
YALE,56,0.6460606060606061,0.2074833901989461,0.6233333333333334,0.24212026396446504,0.6572649572649573,0.6466666666666667,0.64,18,10,10,18
