Site,Total_Samples,ACC_Mean,ACC_Std,AUC_Mean,AUC_Std,F1_Mean,Sens_Mean,Spec_Mean,TN_Total,FP_Total,FN_Total,TP_Total
CALTECH,37,0.4226190476190476,0.15960818664038004,0.3458333333333333,0.17756063127218763,0.37142857142857144,0.35,0.5,9,9,12,7
CMU,27,0.58,0.12382783747337806,0.5555555555555556,0.15315609724544693,0.46428571428571425,0.4666666666666666,0.6666666666666666,9,4,7,7
KKI,48,0.4844444444444445,0.1651037832978374,0.6900000000000001,0.16628289148315892,0.5976623376623376,0.9,0.1933333333333333,5,23,2,18
LEUVEN,63,0.5705128205128205,0.05047440944879369,0.5400000000000001,0.17223619283544614,0.38686868686868686,0.3333333333333333,0.7666666666666666,26,8,19,10
MAX_MUN,52,0.44666666666666666,0.2561242524450619,0.526,0.19446107865357307,0.4385703185703186,0.5,0.4,11,17,12,12
NYU,175,0.5542857142857143,0.08713114675415376,0.6253333333333333,0.10525313402565374,0.5650824464446755,0.6799999999999999,0.45999999999999996,46,54,24,51
OHSU,26,0.41666666666666663,0.21602468994692867,0.48888888888888893,0.2927097749404331,0.4514285714285714,0.5333333333333333,0.3333333333333333,5,9,6,6
OLIN,34,0.6047619047619047,0.30098101129639016,0.6277777777777779,0.2247083157350743,0.6293650793650793,0.6666666666666666,0.5333333333333333,8,7,6,13
PITT,56,0.75,0.07537783614444091,0.75,0.06146362971528595,0.7326340326340326,0.7133333333333334,0.7733333333333333,21,6,8,21
SBL,30,0.5666666666666667,0.19002923751652304,0.5777777777777778,0.22662308949301269,0.49000000000000005,0.5333333333333333,0.6,9,6,7,8
SDSU,36,0.5869047619047618,0.17259852094704223,0.5983333333333334,0.2625938985497484,0.5404761904761904,0.6666666666666666,0.55,12,10,5,9
STANFORD,39,0.4607142857142857,0.18574862319922633,0.3958333333333333,0.17873008824606018,0.5824242424242424,0.7833333333333333,0.15,3,17,4,15
TRINITY,47,0.6844444444444444,0.15920326319628525,0.6679999999999999,0.13614697940094006,0.6902020202020202,0.74,0.64,16,9,6,16
UCLA,98,0.6747368421052632,0.09290256415510176,0.6767676767676768,0.0933045781931676,0.7206125682098222,0.7581818181818182,0.5694444444444444,25,19,13,41
UM,140,0.5729702609012953,0.09300802509642161,0.636996336996337,0.0648721981939258,0.6589819683937331,0.8802197802197803,0.2980952380952381,22,52,8,58
USM,71,0.6885714285714286,0.11175775551775974,0.6884444444444444,0.07343965356705724,0.7756674294431731,0.8444444444444444,0.4,10,15,7,39
YALE,56,0.5960606060606061,0.18158318146412572,0.6444444444444445,0.16603584322238346,0.5776223776223777,0.5866666666666667,0.6066666666666667,17,11,12,16
