Fold,AUC,ACC,F1,Sens,Spec,Best_Params
1,0.6282913165266106,0.5797101449275363,0.5797101449275363,0.5882352941176471,0.5714285714285714,{'clf__C': 0.1}
2,0.6097105508870214,0.5942028985507246,0.5757575757575758,0.5588235294117647,0.6285714285714286,{'clf__C': 0.1}
3,0.6689706706519708,0.6473429951690821,0.6784140969162996,0.7623762376237624,0.5377358490566038,{'clf__C': 0.001}
4,0.6412149532710281,0.6135265700483091,0.6460176991150443,0.73,0.5046728971962616,{'clf__C': 0.001}
5,0.5817289719626169,0.5362318840579711,0.5596330275229358,0.61,0.4672897196261682,{'clf__C': 0.1}
