Site,Total_Samples,ACC_Mean,ACC_Std,AUC_Mean,AUC_Std,F1_Mean,Sens_Mean,Spec_Mean,TN_Total,FP_Total,FN_Total,TP_Total
CALTECH,37,0.4892857142857142,0.1437472271249865,0.5347222222222222,0.10953746751739088,0.5119047619047619,0.5333333333333333,0.4333333333333333,8,10,9,10
CMU,27,0.6966666666666667,0.2148642982597776,0.7777777777777778,0.18592445034090566,0.7309523809523809,0.7666666666666666,0.6,8,5,3,11
KKI,48,0.42000000000000004,0.14452988925785865,0.5733333333333334,0.152333698030198,0.5320479520479521,0.8,0.14666666666666667,4,24,4,16
LEUVEN,63,0.5717948717948718,0.12807685891017617,0.5417460317460318,0.18482189611337396,0.3822222222222222,0.33333333333333337,0.7666666666666666,26,8,19,10
MAX_MUN,52,0.48121212121212126,0.1862391799261842,0.488,0.18462695120461456,0.518974358974359,0.62,0.36,10,18,9,15
NYU,175,0.6171428571428571,0.08713114675415377,0.7033333333333334,0.06128258770283415,0.6462461030625344,0.8133333333333332,0.47000000000000003,47,53,14,61
OHSU,26,0.4666666666666666,0.19578900207451216,0.4444444444444445,0.2876039801232174,0.38,0.36666666666666664,0.5666666666666667,8,6,8,4
OLIN,34,0.6047619047619047,0.2649177342038309,0.6,0.3179797338056486,0.6232323232323231,0.7,0.4666666666666666,7,8,5,14
PITT,56,0.5696969696969697,0.1238352529800154,0.6322222222222222,0.0750637589069091,0.534949494949495,0.48,0.6599999999999999,18,9,15,14
SBL,30,0.6,0.19002923751652304,0.6666666666666667,0.24343224778007383,0.5680952380952381,0.6,0.6,9,6,6,9
SDSU,36,0.5821428571428571,0.09070303642285925,0.6266666666666667,0.1607620740238333,0.5252380952380953,0.6333333333333333,0.54,12,10,5,9
STANFORD,39,0.5142857142857142,0.09398355262100548,0.6041666666666666,0.12774758097296576,0.6545454545454545,0.95,0.1,2,18,1,18
TRINITY,47,0.5933333333333334,0.18418991808979646,0.628,0.1957958120083267,0.6027705627705627,0.71,0.4800000000000001,12,13,6,16
UCLA,98,0.6831578947368421,0.11911492623080257,0.7204545454545453,0.07137848609144398,0.7543398630355153,0.8854545454545454,0.43611111111111106,19,25,6,48
UM,140,0.5433953658091589,0.03818512640870652,0.7087179487179488,0.05234195120707073,0.6638095238095237,0.9549450549450549,0.17714285714285713,13,61,3,63
USM,71,0.6904761904761905,0.12821820969367867,0.7204444444444444,0.16388131809255466,0.7796608946608947,0.8666666666666666,0.36,9,16,6,40
YALE,56,0.5942424242424242,0.1519629745635436,0.6716666666666666,0.19692387449387394,0.618974358974359,0.6533333333333333,0.5333333333333333,15,13,10,18
