Fold,Site,N_Samples,ACC,AUC,F1,Sens,Spec,TN,FP,FN,TP
1,CALTECH,8,0.5,0.5,0.3333333333333333,0.25,0.75,3,1,3,1
1,CMU,4,0.75,0.75,0.6666666666666666,0.5,1.0,2,0,1,1
1,KKI,9,0.6666666666666666,0.7,0.6666666666666666,0.75,0.6,3,2,1,3
1,LEUVEN,13,0.46153846153846156,0.5476190476190477,0.36363636363636365,0.3333333333333333,0.5714285714285714,4,3,4,2
1,MAX_MUN,11,0.5454545454545454,0.3,0.5454545454545454,0.6,0.5,3,3,2,3
1,NYU,35,0.6285714285714286,0.6533333333333333,0.5185185185185185,0.4666666666666667,0.75,15,5,8,7
1,OHSU,4,0.5,0.5,0.5,0.5,0.5,1,1,1,1
1,OLIN,7,0.5714285714285714,0.4166666666666667,0.6666666666666666,0.75,0.3333333333333333,1,2,1,3
1,PITT,11,0.6363636363636364,0.6,0.6666666666666666,0.6666666666666666,0.6,3,2,2,4
1,SBL,6,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,3,0,2,1
1,SDSU,7,0.7142857142857143,0.5833333333333333,0.6666666666666666,0.6666666666666666,0.75,3,1,1,2
1,STANFORD,8,0.625,0.875,0.5714285714285714,0.5,0.75,3,1,2,2
1,TRINITY,10,0.5,0.36,0.4444444444444444,0.4,0.6,3,2,3,2
1,UCLA,20,0.65,0.6666666666666667,0.72,0.8181818181818182,0.4444444444444444,4,5,2,9
1,UM,28,0.6428571428571429,0.6923076923076923,0.6153846153846154,0.6153846153846154,0.6666666666666666,10,5,5,8
1,USM,15,0.7333333333333333,0.74,0.8,0.8,0.6,3,2,2,8
1,YALE,11,0.9090909090909091,0.8333333333333334,0.8888888888888888,0.8,1.0,6,0,1,4
2,CALTECH,7,0.7142857142857143,0.6666666666666667,0.75,0.75,0.6666666666666666,2,1,1,3
2,CMU,6,0.5,0.6666666666666667,0.0,0.0,1.0,3,0,3,0
2,KKI,9,0.5555555555555556,0.45000000000000007,0.6,0.75,0.4,2,3,1,3
2,LEUVEN,12,0.6666666666666666,0.7777777777777778,0.5,0.3333333333333333,1.0,6,0,4,2
2,MAX_MUN,11,0.36363636363636365,0.3,0.2222222222222222,0.2,0.5,3,3,4,1
2,NYU,35,0.7142857142857143,0.7133333333333334,0.7058823529411765,0.8,0.65,13,7,3,12
2,OHSU,5,0.8,0.6666666666666667,0.8,1.0,0.6666666666666666,2,1,0,2
2,OLIN,7,0.7142857142857143,0.75,0.75,0.75,0.6666666666666666,2,1,1,3
2,PITT,11,0.7272727272727273,0.6333333333333333,0.7692307692307693,0.8333333333333334,0.6,3,2,1,5
2,SBL,6,0.3333333333333333,0.6666666666666667,0.0,0.0,0.6666666666666666,2,1,3,0
2,SDSU,7,0.8571428571428571,0.8333333333333334,0.8571428571428571,1.0,0.75,3,1,0,3
2,STANFORD,8,0.5,0.8125,0.6666666666666666,1.0,0.0,0,4,0,4
2,TRINITY,10,0.8,0.72,0.75,0.6,1.0,5,0,2,3
2,UCLA,19,0.5789473684210527,0.5666666666666667,0.6,0.6,0.5555555555555556,5,4,4,6
2,UM,28,0.6428571428571429,0.7128205128205128,0.6875,0.8461538461538461,0.4666666666666667,7,8,2,11
2,USM,14,0.7142857142857143,0.8222222222222222,0.7777777777777778,0.7777777777777778,0.6,3,2,2,7
2,YALE,12,0.4166666666666667,0.4444444444444444,0.46153846153846156,0.5,0.3333333333333333,2,4,3,3
3,CALTECH,6,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,2
3,CMU,6,0.5,0.6666666666666667,0.6666666666666666,1.0,0.0,0,3,0,3
3,KKI,10,0.8,0.875,0.8,1.0,0.6666666666666666,4,2,0,4
3,LEUVEN,13,0.5384615384615384,0.6666666666666667,0.5714285714285714,0.6666666666666666,0.42857142857142855,3,4,2,4
3,MAX_MUN,10,0.7,0.72,0.7272727272727273,0.8,0.6,3,2,1,4
3,NYU,35,0.5142857142857142,0.5333333333333333,0.45161290322580644,0.4666666666666667,0.55,11,9,8,7
3,OHSU,6,0.6666666666666666,0.6666666666666667,0.5,0.3333333333333333,1.0,3,0,2,1
3,OLIN,7,0.7142857142857143,0.9166666666666667,0.8,1.0,0.3333333333333333,1,2,0,4
3,PITT,12,0.6666666666666666,0.7222222222222222,0.6,0.5,0.8333333333333334,5,1,3,3
3,SBL,6,0.8333333333333334,1.0,0.8571428571428571,1.0,0.6666666666666666,2,1,0,3
3,SDSU,6,0.5,0.625,0.0,0.0,0.75,3,1,2,0
3,STANFORD,8,0.5,0.6875,0.6666666666666666,1.0,0.0,0,4,0,4
3,TRINITY,9,0.6666666666666666,0.8,0.6666666666666666,0.75,0.6,3,2,1,3
3,UCLA,20,0.45,0.46464646464646464,0.47619047619047616,0.45454545454545453,0.4444444444444444,4,5,6,5
3,UM,27,0.6296296296296297,0.7252747252747253,0.6428571428571429,0.6923076923076923,0.5714285714285714,8,6,4,9
3,USM,14,0.5714285714285714,0.5111111111111111,0.625,0.5555555555555556,0.6,3,2,4,5
3,YALE,12,0.5,0.6111111111111112,0.5,0.5,0.5,3,3,3,3
4,CALTECH,8,0.5,0.5,0.3333333333333333,0.25,0.75,3,1,3,1
4,CMU,6,1.0,1.0,1.0,1.0,1.0,3,0,0,3
