Model,Fold,AUC,ACC,F1,Sens,Spec,Params
TS_Riemann_LinSVM_ANOVA,1,0.7064425770308124,0.6618357487922706,0.631578947368421,0.5882352941176471,0.7333333333333333,"{'anova__k': 5000, 'clf__C': 0.1}"
TS_Riemann_LinSVM_ANOVA,2,0.7434173669467786,0.6811594202898551,0.6632653061224489,0.6372549019607843,0.7238095238095238,"{'anova__k': 5000, 'clf__C': 0.1}"
TS_Riemann_LinSVM_ANOVA,3,0.745936857836727,0.6811594202898551,0.6796116504854369,0.693069306930693,0.6698113207547169,"{'anova__k': 4000, 'clf__C': 0.1}"
TS_Riemann_LinSVM_ANOVA,4,0.7346728971962617,0.6908212560386473,0.6862745098039216,0.7,0.6822429906542056,"{'anova__k': 5000, 'clf__C': 0.001}"
TS_Riemann_LinSVM_ANOVA,5,0.707196261682243,0.6280193236714976,0.5968586387434555,0.57,0.6822429906542056,"{'anova__k': 5000, 'clf__C': 0.001}"
