Model,Fold,AUC,ACC,F1,Sens,Spec,Params
TS_Riemann_RBFSVM_PCA,1,0.7565826330532214,0.6714975845410628,0.5641025641025641,0.43137254901960786,0.9047619047619048,"{'clf__C': 10, 'pca__n_components': 0.9}"
TS_Riemann_RBFSVM_PCA,2,0.7862745098039216,0.6956521739130435,0.6227544910179641,0.5098039215686274,0.8761904761904762,"{'clf__C': 10, 'pca__n_components': 0.9}"
TS_Riemann_RBFSVM_PCA,3,0.7916121800859331,0.714975845410628,0.6242038216560509,0.48514851485148514,0.9339622641509434,"{'clf__C': 100, 'pca__n_components': 0.9}"
TS_Riemann_RBFSVM_PCA,4,0.7722429906542055,0.6714975845410628,0.6,0.51,0.822429906542056,"{'clf__C': 100, 'pca__n_components': 0.9}"
TS_Riemann_RBFSVM_PCA,5,0.7057009345794392,0.6086956521739131,0.509090909090909,0.42,0.7850467289719626,"{'clf__C': 100, 'pca__n_components': 0.9}"
