Model,Fold,AUC,ACC,F1,Sens,Spec,Params
TS_Riemann_LinSVM_PCA,1,0.7746965452847806,0.7246376811594203,0.6850828729281768,0.6078431372549019,0.8380952380952381,"{'clf__C': 0.1, 'pca__n_components': 0.9}"
TS_Riemann_LinSVM_PCA,2,0.8024276377217553,0.7294685990338164,0.7142857142857143,0.6862745098039216,0.7714285714285715,"{'clf__C': 0.001, 'pca__n_components': 0.9}"
TS_Riemann_LinSVM_PCA,3,0.7776013450401644,0.6956521739130435,0.676923076923077,0.6534653465346535,0.7358490566037735,"{'clf__C': 0.1, 'pca__n_components': 0.9}"
TS_Riemann_LinSVM_PCA,4,0.7662616822429906,0.7101449275362319,0.7058823529411765,0.72,0.7009345794392523,"{'clf__C': 0.001, 'pca__n_components': 0.9}"
TS_Riemann_LinSVM_PCA,5,0.7219626168224299,0.6183574879227053,0.5948717948717949,0.58,0.6542056074766355,"{'clf__C': 0.001, 'pca__n_components': 0.9}"
