Model,Fold,AUC,ACC,F1,Sens,Spec,Params
TS_Riemann_LogReg_PCA,1,0.7839402427637722,0.7294685990338164,0.6989247311827957,0.6372549019607843,0.819047619047619,"{'clf__C': 100, 'pca__n_components': 0.9}"
TS_Riemann_LogReg_PCA,2,0.8091503267973857,0.7439613526570048,0.7253886010362695,0.6862745098039216,0.8,"{'clf__C': 0.1, 'pca__n_components': 0.9}"
TS_Riemann_LogReg_PCA,3,0.7958154305996638,0.7246376811594203,0.7106598984771574,0.693069306930693,0.7547169811320755,"{'clf__C': 0.1, 'pca__n_components': 0.9}"
TS_Riemann_LogReg_PCA,4,0.7692523364485981,0.7342995169082126,0.7393364928909952,0.78,0.6915887850467289,"{'clf__C': 0.1, 'pca__n_components': 0.8}"
TS_Riemann_LogReg_PCA,5,0.7245794392523365,0.6231884057971014,0.6138613861386139,0.62,0.6261682242990654,"{'clf__C': 0.1, 'pca__n_components': 0.9}"
