Model,P_Value_Perm,AUC_Mean,AUC_STD,ACC_Mean,ACC_STD,F1_Mean,F1_STD,Sens_Mean,Sens_STD,Spec_Mean,Spec_STD,TN,FP,FN,TP
TS_Riemann_LogReg_ANOVA,0.0196,0.7516274097618654,0.02640507331856073,0.6898550724637682,0.026176265090133464,0.6751729973510783,0.029297674750229156,0.6614370025237818,0.03774457362885965,0.7172631013258769,0.03683690815928691,380,150,171,334
