Model,P_Value_Perm,AUC_Mean,AUC_STD,ACC_Mean,ACC_STD,F1_Mean,F1_STD,Sens_Mean,Sens_STD,Spec_Mean,Spec_STD,TN,FP,FN,TP
TS_Riemann_LogReg_PCA,0.0196,0.7765475551723513,0.02912987764974109,0.7111111111111111,0.04442343548820348,0.6976342219451663,0.04404226752348716,0.6833197437390798,0.05582511293467223,0.7383043219050978,0.07120682254139897,391,139,160,345
