Model,Fold,AUC,ACC,F1,Sens,Spec,Params
TS_Riemann_RBFSVM_ANOVA,1,0.7450046685340803,0.7004830917874396,0.6736842105263158,0.6274509803921569,0.7714285714285715,"{'anova__k': 5000, 'clf__C': 10}"
TS_Riemann_RBFSVM_ANOVA,2,0.7848272642390289,0.7004830917874396,0.6804123711340206,0.6470588235294118,0.7523809523809524,"{'anova__k': 5000, 'clf__C': 10}"
TS_Riemann_RBFSVM_ANOVA,3,0.7864281711189987,0.7294685990338164,0.7142857142857143,0.693069306930693,0.7641509433962265,"{'anova__k': 4000, 'clf__C': 10}"
TS_Riemann_RBFSVM_ANOVA,4,0.753177570093458,0.7053140096618358,0.6934673366834171,0.69,0.719626168224299,"{'anova__k': 5000, 'clf__C': 10}"
TS_Riemann_RBFSVM_ANOVA,5,0.7127102803738318,0.6473429951690821,0.6294416243654822,0.62,0.6728971962616822,"{'anova__k': 5000, 'clf__C': 10}"
