Fold,ACC,AUC,Params
1,0.6859903381642513,0.7477124183006536,{'C': 0.1}
2,0.7004830917874396,0.773669467787115,{'C': 0.1}
3,0.7391304347826086,0.7854474126657948,{'C': 0.1}
4,0.642512077294686,0.7088785046728973,{'C': 0.1}
5,0.6376811594202898,0.7194392523364486,{'C': 0.1}
