Model,P_Value,AUC_Mean,ACC_Mean,F1_Mean,Sens_Mean,Spec_Mean,Train_AUC_Mean,TN,FP,FN,TP
TS_Riemann_RBFSVM_procrustes,0.0196078431372549,0.7639690007873188,0.6927536231884058,0.6704786690624644,0.639712677150068,0.7439111267853994,1.0,394,136,182,323
