Fold,ACC,AUC,Params
1,0.748792270531401,0.7875816993464053,{'C': 100}
2,0.7584541062801933,0.8123249299719888,{'C': 100}
3,0.7391304347826086,0.811414160283953,{'C': 100}
4,0.7246376811594203,0.7709345794392524,{'C': 10}
5,0.6328502415458938,0.7306542056074766,{'C': 100}
