Fold,Site,N_Samples,ACC,AUC,F1,Sens,Spec,TN,FP,FN,TP
1,CALTECH,8,0.5,0.625,0.6,0.75,0.25,1,3,1,3
1,CMU,4,0.5,0.5,0.0,0.0,1.0,2,0,2,0
1,KKI,9,0.4444444444444444,0.7,0.4444444444444444,0.5,0.4,2,3,2,2
1,LEUVEN,13,0.38461538461538464,0.47619047619047616,0.3333333333333333,0.3333333333333333,0.42857142857142855,3,4,4,2
1,MAX_MUN,11,0.36363636363636365,0.30000000000000004,0.2222222222222222,0.2,0.5,3,3,4,1
1,NYU,35,0.5428571428571428,0.5833333333333333,0.4666666666666667,0.4666666666666667,0.6,12,8,8,7
1,OHSU,4,0.5,0.25,0.6666666666666666,1.0,0.0,0,2,0,2
1,OLIN,7,0.7142857142857143,0.6666666666666667,0.75,0.75,0.6666666666666666,2,1,1,3
1,PITT,11,0.5454545454545454,0.4333333333333333,0.6153846153846154,0.6666666666666666,0.4,2,3,2,4
1,SBL,6,0.5,0.5555555555555556,0.5714285714285714,0.6666666666666666,0.3333333333333333,1,2,1,2
1,SDSU,7,0.5714285714285714,0.5833333333333333,0.4,0.3333333333333333,0.75,3,1,2,1
1,STANFORD,8,0.625,0.75,0.6666666666666666,0.75,0.5,2,2,1,3
1,TRINITY,10,0.7,0.52,0.7272727272727273,0.8,0.6,3,2,1,4
1,UCLA,20,0.55,0.6363636363636365,0.6086956521739131,0.6363636363636364,0.4444444444444444,4,5,4,7
1,UM,28,0.5714285714285714,0.6461538461538461,0.5714285714285714,0.6153846153846154,0.5333333333333333,8,7,5,8
1,USM,15,0.6666666666666666,0.5599999999999999,0.7368421052631579,0.7,0.6,3,2,3,7
1,YALE,11,0.8181818181818182,0.9666666666666667,0.75,0.6,1.0,6,0,2,3
2,CALTECH,7,0.5714285714285714,0.6666666666666667,0.5714285714285714,0.5,0.6666666666666666,2,1,2,2
2,CMU,6,0.5,0.6666666666666667,0.4,0.3333333333333333,0.6666666666666666,2,1,2,1
2,KKI,9,0.4444444444444444,0.7000000000000001,0.6153846153846154,1.0,0.0,0,5,0,4
2,LEUVEN,12,0.6666666666666666,0.6666666666666667,0.6,0.5,0.8333333333333334,5,1,3,3
2,MAX_MUN,11,0.5454545454545454,0.4666666666666667,0.4444444444444444,0.4,0.6666666666666666,4,2,3,2
2,NYU,35,0.5428571428571428,0.5233333333333333,0.5555555555555556,0.6666666666666666,0.45,9,11,5,10
2,OHSU,5,0.4,0.33333333333333337,0.0,0.0,0.6666666666666666,2,1,2,0
2,OLIN,7,0.7142857142857143,0.9166666666666667,0.75,0.75,0.6666666666666666,2,1,1,3
2,PITT,11,0.5454545454545454,0.5,0.5454545454545454,0.5,0.6,3,2,3,3
2,SBL,6,0.5,0.4444444444444445,0.4,0.3333333333333333,0.6666666666666666,2,1,2,1
2,SDSU,7,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.5,2,2,1,2
2,STANFORD,8,0.25,0.5,0.4,0.5,0.0,0,4,2,2
2,TRINITY,10,0.9,1.0,0.9090909090909091,1.0,0.8,4,1,0,5
2,UCLA,19,0.631578947368421,0.6333333333333333,0.6666666666666666,0.7,0.5555555555555556,5,4,3,7
2,UM,28,0.5714285714285714,0.7230769230769232,0.6666666666666666,0.9230769230769231,0.26666666666666666,4,11,1,12
2,USM,14,0.7142857142857143,0.7333333333333333,0.7777777777777778,0.7777777777777778,0.6,3,2,2,7
2,YALE,12,0.5,0.6944444444444445,0.5,0.5,0.5,3,3,3,3
3,CALTECH,6,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,2,1,3,0
3,CMU,6,0.6666666666666666,0.5555555555555556,0.75,1.0,0.3333333333333333,1,2,0,3
3,KKI,10,0.6,0.75,0.6666666666666666,1.0,0.3333333333333333,2,4,0,4
3,LEUVEN,13,0.6153846153846154,0.7380952380952382,0.6153846153846154,0.6666666666666666,0.5714285714285714,4,3,2,4
3,MAX_MUN,10,0.8,0.8400000000000001,0.8,0.8,0.8,4,1,1,4
3,NYU,35,0.5428571428571428,0.6466666666666666,0.6,0.8,0.35,7,13,3,12
3,OHSU,6,0.6666666666666666,0.888888888888889,0.5,0.3333333333333333,1.0,3,0,2,1
3,OLIN,7,0.8571428571428571,1.0,0.8888888888888888,1.0,0.6666666666666666,2,1,0,4
3,PITT,12,0.6666666666666666,0.6944444444444446,0.6,0.5,0.8333333333333334,5,1,3,3
3,SBL,6,0.6666666666666666,0.7777777777777779,0.75,1.0,0.3333333333333333,1,2,0,3
3,SDSU,6,0.5,0.75,0.5714285714285714,1.0,0.25,1,3,0,2
3,STANFORD,8,0.375,0.625,0.5454545454545454,0.75,0.0,0,4,1,3
3,TRINITY,9,0.6666666666666666,0.6,0.6666666666666666,0.75,0.6,3,2,1,3
3,UCLA,20,0.75,0.797979797979798,0.8,0.9090909090909091,0.5555555555555556,5,4,1,10
3,UM,27,0.5925925925925926,0.6483516483516484,0.6857142857142857,0.9230769230769231,0.2857142857142857,4,10,1,12
3,USM,14,0.6428571428571429,0.6444444444444444,0.7368421052631579,0.7777777777777778,0.4,2,3,2,7
3,YALE,12,0.25,0.3055555555555556,0.18181818181818182,0.16666666666666666,0.3333333333333333,2,4,5,1
4,CALTECH,8,0.5,0.5,0.3333333333333333,0.25,0.75,3,1,3,1
4,CMU,6,0.8333333333333334,0.888888888888889,0.8,0.6666666666666666,1.0,3,0,1,2
4,KKI,10,0.5,0.7083333333333334,0.6153846153846154,1.0,0.16666666666666666,1,5,0,4
4,LEUVEN,13,0.46153846153846156,0.4523809523809524,0.2222222222222222,0.16666666666666666,0.7142857142857143,5,2,5,1
4,MAX_MUN,9,0.3333333333333333,0.35,0.4,0.5,0.2,1,4,2,2
4,NYU,35,0.6571428571428571,0.74,0.6666666666666666,0.8,0.55,11,9,3,12
4,OHSU,6,0.16666666666666666,0.11111111111111112,0.2857142857142857,0.3333333333333333,0.0,0,3,2,1
4,OLIN,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,1,2,3,0
4,PITT,11,0.5454545454545454,0.6333333333333333,0.2857142857142857,0.2,0.8333333333333334,5,1,4,1
4,SBL,6,0.5,0.4444444444444445,0.5714285714285714,0.6666666666666666,0.3333333333333333,1,2,1,2
4,SDSU,8,0.625,0.7333333333333333,0.5714285714285714,0.6666666666666666,0.6,3,2,1,2
4,STANFORD,8,0.5,0.375,0.6666666666666666,1.0,0.0,0,4,0,4
4,TRINITY,9,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6,3,2,1,3
4,UCLA,19,0.6842105263157895,0.7954545454545454,0.75,0.8181818181818182,0.5,4,4,2,9
4,UM,28,0.5357142857142857,0.6307692307692307,0.6486486486486487,0.9230769230769231,0.2,3,12,1,12
4,USM,14,0.7857142857142857,0.8,0.8571428571428571,1.0,0.4,2,3,0,9
4,YALE,11,0.6363636363636364,0.43333333333333335,0.5,0.3333333333333333,1.0,5,0,4,2
5,CALTECH,8,0.5,0.5,0.5,0.5,0.5,2,2,2,2
5,CMU,5,0.4,0.5,0.5714285714285714,0.6666666666666666,0.0,0,2,1,2
5,KKI,10,0.4,0.5416666666666666,0.5714285714285714,1.0,0.0,0,6,0,4
5,LEUVEN,12,0.5833333333333334,0.37142857142857144,0.2857142857142857,0.2,0.8571428571428571,6,1,4,1
5,MAX_MUN,11,0.2727272727272727,0.4,0.42857142857142855,0.6,0.0,0,6,2,3
5,NYU,35,0.5142857142857142,0.6466666666666667,0.5142857142857142,0.6,0.45,9,11,6,9
5,OHSU,5,0.6,0.6666666666666667,0.5,0.5,0.6666666666666666,2,1,1,1
5,OLIN,7,0.8571428571428571,0.6666666666666667,0.8888888888888888,1.0,0.6666666666666666,2,1,0,4
5,PITT,11,0.6363636363636364,0.5,0.5,0.3333333333333333,1.0,5,0,4,2
5,SBL,6,0.5,0.888888888888889,0.0,0.0,1.0,3,0,3,0
5,SDSU,8,0.625,0.39999999999999997,0.5714285714285714,0.6666666666666666,0.6,3,2,1,2
5,STANFORD,7,0.7142857142857143,0.5833333333333334,0.75,1.0,0.5,2,2,0,3
5,TRINITY,9,0.5555555555555556,0.65,0.3333333333333333,0.25,0.8,4,1,3,1
5,UCLA,20,0.65,0.6666666666666667,0.7407407407407407,0.9090909090909091,0.3333333333333333,3,6,1,10
5,UM,29,0.5172413793103449,0.6142857142857143,0.65,0.9285714285714286,0.13333333333333333,2,13,1,13
5,USM,14,0.5,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.0,0,5,2,7
5,YALE,10,0.8,0.8,0.8,0.8,0.8,4,1,1,4
