Fold,AUC,ACC,F1,Sens,Spec,Best_Params
1,0.5958916900093371,0.5603864734299517,0.5645933014354066,0.5784313725490197,0.5428571428571428,{'clf__C': 0.1}
2,0.6154995331465919,0.5748792270531401,0.6036036036036037,0.6568627450980392,0.49523809523809526,{'clf__C': 0.001}
3,0.6410424061274052,0.5990338164251208,0.6468085106382979,0.7524752475247525,0.4528301886792453,{'clf__C': 0.001}
4,0.5942056074766355,0.5700483091787439,0.600896860986547,0.67,0.4766355140186916,{'clf__C': 0.001}
5,0.5696261682242991,0.5555555555555556,0.5964912280701754,0.68,0.4392523364485981,{'clf__C': 0.001}
