Fold,ACC,AUC,Params
1,0.7101449275362319,0.7648926237161531,{'C': 10}
2,0.7053140096618358,0.7932773109243698,{'C': 10}
3,0.7536231884057971,0.8092191294601158,{'C': 10}
4,0.7101449275362319,0.7703271028037383,{'C': 10}
5,0.642512077294686,0.720233644859813,{'C': 10}
