Fold,AUC,ACC,F1,Sens,Spec,Best_Params
1,0.6532212885154063,0.6038647342995169,0.6238532110091743,0.6666666666666666,0.5428571428571428,{'clf__C': 1}
2,0.634827264239029,0.6183574879227053,0.6291079812206573,0.6568627450980392,0.580952380952381,{'clf__C': 1}
3,0.6789650663179526,0.6231884057971014,0.6355140186915887,0.6732673267326733,0.5754716981132075,{'clf__C': 1}
4,0.6613084112149532,0.6038647342995169,0.6132075471698113,0.65,0.5607476635514018,{'clf__C': 1}
5,0.5692523364485981,0.5265700483091788,0.5585585585585585,0.62,0.4392523364485981,{'clf__C': 1}
