Fold,ACC,AUC,Params
1,0.7294685990338164,0.7702147525676938,Averaged
2,0.7342995169082126,0.7987861811391224,Averaged
3,0.7536231884057971,0.8045955538950121,Averaged
4,0.7053140096618358,0.760373831775701,Averaged
5,0.6328502415458938,0.7180373831775702,Averaged
