Model,P_Value,AUC_Mean,ACC_Mean,F1_Mean,Sens_Mean,Spec_Mean,Train_AUC_Mean,TN,FP,FN,TP
TS_Riemann_RBFSVM_mean_centering,0.0196078431372549,0.7715338928241783,0.7033816425120772,0.6730408168375643,0.627868763346923,0.7759360489037794,1.0,411,119,188,317
