Site,Total_Samples,ACC_Mean,ACC_Std,AUC_Mean,AUC_Std,F1_Mean,Sens_Mean,Spec_Mean,TN_Total,FP_Total,FN_Total,TP_Total
CALTECH,37,0.5809523809523809,0.19771404773359383,0.49444444444444446,0.16703662642636563,0.5920634920634921,0.6166666666666667,0.5333333333333333,10,8,7,12
CMU,27,0.6466666666666667,0.2280350850198276,0.7,0.19436506316151,0.5976190476190476,0.6666666666666666,0.6,8,5,4,10
KKI,48,0.42000000000000004,0.14452988925785865,0.59,0.1584122610293927,0.5320479520479521,0.8,0.14666666666666667,4,24,4,16
LEUVEN,63,0.5564102564102564,0.08387398581433908,0.5580952380952381,0.1494783066947696,0.39580419580419585,0.36666666666666664,0.7095238095238094,24,10,18,11
MAX_MUN,52,0.4448484848484848,0.2090953007883102,0.4866666666666667,0.17838784213679537,0.49682539682539684,0.63,0.2866666666666667,8,20,9,15
NYU,175,0.5885714285714286,0.06577636818983618,0.6673333333333333,0.05622968769055882,0.6285747585747586,0.8133333333333332,0.42000000000000004,42,58,14,61
OHSU,26,0.45666666666666667,0.23021728866442676,0.5666666666666667,0.2797706291558705,0.43714285714285717,0.4333333333333333,0.4666666666666666,7,7,7,5
OLIN,34,0.6,0.35571141708539233,0.6333333333333334,0.35197853469904794,0.6298412698412699,0.7,0.4666666666666666,7,8,5,14
PITT,56,0.6393939393939394,0.14860848285138462,0.6366666666666667,0.07180219742846013,0.6635897435897437,0.6866666666666668,0.58,16,11,9,20
SBL,30,0.5666666666666667,0.14907119849998604,0.711111111111111,0.25915341754868,0.5523809523809524,0.7333333333333333,0.4,6,9,4,11
SDSU,36,0.6071428571428571,0.07885500773507008,0.6566666666666666,0.11382247385975916,0.5728571428571428,0.7333333333333333,0.54,12,10,4,10
STANFORD,39,0.5357142857142857,0.12371791482634839,0.65,0.1457737973711325,0.6699999999999999,0.95,0.15,3,17,1,18
TRINITY,47,0.6177777777777778,0.0855627702585709,0.672,0.1735972350010218,0.6617249417249418,0.82,0.44000000000000006,11,14,4,18
UCLA,98,0.6831578947368422,0.1137469368860961,0.7198989898989898,0.08244033314914405,0.7433311036789297,0.849090909090909,0.47777777777777775,21,23,8,46
UM,140,0.5076628352490421,0.07236579397492066,0.6503296703296704,0.11354829246530374,0.6237989652623799,0.8780219780219781,0.17619047619047618,13,61,8,58
USM,71,0.7038095238095238,0.1069257058707761,0.7008888888888889,0.1533919372710088,0.8009037745879851,0.9111111111111111,0.32,8,17,4,42
YALE,56,0.6309090909090909,0.14835569522221534,0.6615555555555556,0.22974123930421597,0.6441724941724942,0.6466666666666667,0.6066666666666667,17,11,10,18
