Fold,ACC,AUC,Params
1,0.6811594202898551,0.7242763772175537,{'C': 10}
2,0.6908212560386473,0.7406162464985995,{'C': 10}
3,0.6859903381642513,0.7216514104240612,{'C': 10}
4,0.6521739130434783,0.7213084112149531,{'C': 10}
5,0.6038647342995169,0.6618691588785047,{'C': 10}
