Model,P_Value,AUC_Mean,ACC_Mean,F1_Mean,Sens_Mean,Spec_Mean,Train_AUC_Mean,TN,FP,FN,TP
TS_Riemann_LinSVM_standard_scaler,0.0196078431372549,0.7763053600414194,0.693719806763285,0.6821800056179881,0.6732409240924093,0.7135786919246627,1.0,378,152,165,340
