Fold,Site,N_Samples,ACC,AUC,F1,Sens,Spec,TN,FP,FN,TP
1,CALTECH,8,0.625,0.625,0.5714285714285714,0.5,0.75,3,1,2,2
1,CMU,4,0.5,0.5,0.0,0.0,1.0,2,0,2,0
1,KKI,9,0.6666666666666666,0.55,0.7272727272727273,1.0,0.4,2,3,0,4
1,LEUVEN,13,0.5384615384615384,0.5,0.4,0.3333333333333333,0.7142857142857143,5,2,4,2
1,MAX_MUN,11,0.36363636363636365,0.3666666666666667,0.36363636363636365,0.4,0.3333333333333333,2,4,3,2
1,NYU,35,0.6,0.64,0.5,0.4666666666666667,0.7,14,6,8,7
1,OHSU,4,0.5,0.75,0.5,0.5,0.5,1,1,1,1
1,OLIN,7,0.8571428571428571,0.6666666666666667,0.8888888888888888,1.0,0.6666666666666666,2,1,0,4
1,PITT,11,0.8181818181818182,0.8666666666666667,0.8333333333333334,0.8333333333333334,0.8,4,1,1,5
1,SBL,6,0.8333333333333334,1.0,0.8,0.6666666666666666,1.0,3,0,1,2
1,SDSU,7,0.5714285714285714,0.5833333333333334,0.5714285714285714,0.6666666666666666,0.5,2,2,1,2
1,STANFORD,8,0.75,0.875,0.8,1.0,0.5,2,2,0,4
1,TRINITY,10,0.6,0.56,0.6,0.6,0.6,3,2,2,3
1,UCLA,20,0.5,0.4444444444444444,0.5454545454545454,0.5454545454545454,0.4444444444444444,4,5,5,6
1,UM,28,0.6071428571428571,0.6871794871794872,0.6206896551724138,0.6923076923076923,0.5333333333333333,8,7,4,9
1,USM,15,0.7333333333333333,0.6,0.8181818181818182,0.9,0.4,2,3,1,9
1,YALE,11,0.8181818181818182,0.8333333333333334,0.8,0.8,0.8333333333333334,5,1,1,4
2,CALTECH,7,0.5714285714285714,0.6666666666666667,0.5714285714285714,0.5,0.6666666666666666,2,1,2,2
2,CMU,6,0.3333333333333333,0.33333333333333337,0.0,0.0,0.6666666666666666,2,1,3,0
2,KKI,9,0.3333333333333333,0.4,0.5,0.75,0.0,0,5,1,3
2,LEUVEN,12,0.5833333333333334,0.7777777777777778,0.6153846153846154,0.6666666666666666,0.5,3,3,2,4
2,MAX_MUN,11,0.5454545454545454,0.36666666666666664,0.4444444444444444,0.4,0.6666666666666666,4,2,3,2
2,NYU,35,0.4857142857142857,0.53,0.4375,0.4666666666666667,0.5,10,10,8,7
2,OHSU,5,0.6,0.5,0.5,0.5,0.6666666666666666,2,1,1,1
2,OLIN,7,0.7142857142857143,0.7500000000000001,0.75,0.75,0.6666666666666666,2,1,1,3
2,PITT,11,0.6363636363636364,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.6,3,2,2,4
2,SBL,6,0.6666666666666666,0.888888888888889,0.5,0.3333333333333333,1.0,3,0,2,1
2,SDSU,7,0.7142857142857143,0.75,0.6666666666666666,0.6666666666666666,0.75,3,1,1,2
2,STANFORD,8,0.25,0.25,0.4,0.5,0.0,0,4,2,2
2,TRINITY,10,0.8,0.88,0.8,0.8,0.8,4,1,1,4
2,UCLA,19,0.5789473684210527,0.5888888888888889,0.5555555555555556,0.5,0.6666666666666666,6,3,5,5
2,UM,28,0.5,0.6307692307692309,0.5333333333333333,0.6153846153846154,0.4,6,9,5,8
2,USM,14,0.9285714285714286,0.8666666666666667,0.9473684210526315,1.0,0.8,4,1,0,9
2,YALE,12,0.4166666666666667,0.5,0.46153846153846156,0.5,0.3333333333333333,2,4,3,3
3,CALTECH,6,0.16666666666666666,0.22222222222222224,0.2857142857142857,0.3333333333333333,0.0,0,3,2,1
3,CMU,6,0.6666666666666666,0.7777777777777778,0.75,1.0,0.3333333333333333,1,2,0,3
3,KKI,10,0.6,0.9583333333333334,0.6666666666666666,1.0,0.3333333333333333,2,4,0,4
3,LEUVEN,13,0.6153846153846154,0.5,0.5454545454545454,0.5,0.7142857142857143,5,2,3,3
3,MAX_MUN,10,0.8,0.88,0.8,0.8,0.8,4,1,1,4
3,NYU,35,0.5142857142857142,0.52,0.45161290322580644,0.4666666666666667,0.55,11,9,8,7
3,OHSU,6,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,3,0,2,1
3,OLIN,7,0.7142857142857143,0.8333333333333334,0.75,0.75,0.6666666666666666,2,1,1,3
3,PITT,12,0.5833333333333334,0.6666666666666666,0.6153846153846154,0.6666666666666666,0.5,3,3,2,4
3,SBL,6,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.3333333333333333,1,2,1,2
3,SDSU,6,0.5,0.625,0.4,0.5,0.5,2,2,1,1
3,STANFORD,8,0.375,0.5,0.5454545454545454,0.75,0.0,0,4,1,3
3,TRINITY,9,0.5555555555555556,0.55,0.6,0.75,0.4,2,3,1,3
3,UCLA,20,0.75,0.8080808080808081,0.782608695652174,0.8181818181818182,0.6666666666666666,6,3,2,9
3,UM,27,0.5925925925925926,0.5989010989010989,0.6451612903225806,0.7692307692307693,0.42857142857142855,6,8,3,10
3,USM,14,0.6428571428571429,0.7333333333333333,0.6666666666666666,0.5555555555555556,0.8,4,1,4,5
3,YALE,12,0.3333333333333333,0.4166666666666667,0.2,0.16666666666666666,0.5,3,3,5,1
4,CALTECH,8,0.375,0.375,0.2857142857142857,0.25,0.5,2,2,3,1
4,CMU,6,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,3,0,2,1
4,KKI,10,0.6,0.7083333333333334,0.6666666666666666,1.0,0.3333333333333333,2,4,0,4
4,LEUVEN,13,0.5384615384615384,0.5714285714285714,0.4,0.3333333333333333,0.7142857142857143,5,2,4,2
4,MAX_MUN,9,0.5555555555555556,0.55,0.5,0.5,0.6,3,2,2,2
4,NYU,35,0.7714285714285715,0.8633333333333333,0.7647058823529411,0.8666666666666667,0.7,14,6,2,13
4,OHSU,6,0.3333333333333333,0.22222222222222224,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,1
4,OLIN,6,0.16666666666666666,0.0,0.2857142857142857,0.3333333333333333,0.0,0,3,2,1
4,PITT,11,0.7272727272727273,0.6666666666666667,0.7272727272727273,0.8,0.6666666666666666,4,2,1,4
4,SBL,6,0.6666666666666666,0.4444444444444445,0.75,1.0,0.3333333333333333,1,2,0,3
4,SDSU,8,0.5,0.7333333333333333,0.3333333333333333,0.3333333333333333,0.6,3,2,2,1
4,STANFORD,8,0.625,0.5625,0.7272727272727273,1.0,0.25,1,3,0,4
4,TRINITY,9,0.7777777777777778,0.7000000000000001,0.75,0.75,0.8,4,1,1,3
4,UCLA,19,0.7368421052631579,0.7272727272727273,0.782608695652174,0.8181818181818182,0.625,5,3,2,9
4,UM,28,0.7142857142857143,0.8153846153846154,0.7647058823529411,1.0,0.4666666666666667,7,8,0,13
4,USM,14,0.7142857142857143,0.8888888888888888,0.8,0.8888888888888888,0.4,2,3,1,8
4,YALE,11,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5,0.6,3,2,3,3
5,CALTECH,8,0.5,0.4375,0.5,0.5,0.5,2,2,2,2
5,CMU,5,0.4,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.0,0,2,1,2
5,KKI,10,0.3,0.3333333333333333,0.46153846153846156,0.75,0.0,0,6,1,3
5,LEUVEN,12,0.5833333333333334,0.34285714285714286,0.2857142857142857,0.2,0.8571428571428571,6,1,4,1
5,MAX_MUN,11,0.36363636363636365,0.49999999999999994,0.46153846153846156,0.6,0.16666666666666666,1,5,2,3
5,NYU,35,0.5714285714285714,0.6733333333333333,0.5454545454545454,0.6,0.55,11,9,6,9
5,OHSU,5,0.2,0.0,0.3333333333333333,0.5,0.0,0,3,1,1
5,OLIN,7,0.8571428571428571,1.0,0.8888888888888888,1.0,0.6666666666666666,2,1,0,4
5,PITT,11,0.6363636363636364,0.7,0.5,0.3333333333333333,1.0,5,0,4,2
5,SBL,6,0.5,0.3333333333333333,0.0,0.0,1.0,3,0,3,0
5,SDSU,8,0.5,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.6,3,2,2,1
5,STANFORD,7,0.5714285714285714,0.41666666666666663,0.5714285714285714,0.6666666666666666,0.5,2,2,1,2
5,TRINITY,9,0.4444444444444444,0.7,0.0,0.0,0.8,4,1,4,0
5,UCLA,20,0.6,0.6565656565656565,0.7142857142857143,0.9090909090909091,0.2222222222222222,2,7,1,10
5,UM,29,0.5517241379310345,0.580952380952381,0.6060606060606061,0.7142857142857143,0.4,6,9,4,10
5,USM,14,0.7142857142857143,0.7555555555555556,0.7777777777777778,0.7777777777777778,0.6,3,2,2,7
