Fold,Site,N_Samples,ACC,AUC,F1,Sens,Spec,TN,FP,FN,TP
1,CALTECH,8,0.625,0.75,0.6666666666666666,0.75,0.5,2,2,1,3
1,CMU,4,0.75,0.75,0.6666666666666666,0.5,1.0,2,0,1,1
1,KKI,9,0.5555555555555556,0.5,0.5,0.5,0.6,3,2,2,2
1,LEUVEN,13,0.3076923076923077,0.3333333333333333,0.18181818181818182,0.16666666666666666,0.42857142857142855,3,4,5,1
1,MAX_MUN,11,0.7272727272727273,0.7000000000000001,0.6666666666666666,0.6,0.8333333333333334,5,1,2,3
1,NYU,35,0.5714285714285714,0.64,0.4444444444444444,0.4,0.7,14,6,9,6
1,OHSU,4,0.5,0.25,0.5,0.5,0.5,1,1,1,1
1,OLIN,7,0.8571428571428571,0.9166666666666667,0.8888888888888888,1.0,0.6666666666666666,2,1,0,4
1,PITT,11,0.5454545454545454,0.7333333333333333,0.5454545454545454,0.5,0.6,3,2,3,3
1,SBL,6,0.6666666666666666,0.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,2
1,SDSU,7,0.8571428571428571,0.8333333333333333,0.8,0.6666666666666666,1.0,4,0,1,2
1,STANFORD,8,0.75,0.8125,0.6666666666666666,0.5,1.0,4,0,2,2
1,TRINITY,10,0.4,0.42000000000000004,0.5714285714285714,0.8,0.0,0,5,1,4
1,UCLA,20,0.6,0.6969696969696969,0.6363636363636364,0.6363636363636364,0.5555555555555556,5,4,4,7
1,UM,28,0.5357142857142857,0.594871794871795,0.5185185185185185,0.5384615384615384,0.5333333333333333,8,7,6,7
1,USM,15,0.6,0.5,0.7,0.7,0.4,2,3,3,7
1,YALE,11,0.6363636363636364,0.7333333333333334,0.6666666666666666,0.8,0.5,3,3,1,4
2,CALTECH,7,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.75,1.0,3,0,1,3
2,CMU,6,0.3333333333333333,0.5555555555555556,0.0,0.0,0.6666666666666666,2,1,3,0
2,KKI,9,0.4444444444444444,0.4,0.4444444444444444,0.5,0.4,2,3,2,2
2,LEUVEN,12,0.5833333333333334,0.49999999999999994,0.6153846153846154,0.6666666666666666,0.5,3,3,2,4
2,MAX_MUN,11,0.36363636363636365,0.36666666666666664,0.36363636363636365,0.4,0.3333333333333333,2,4,3,2
2,NYU,35,0.5714285714285714,0.7000000000000001,0.5714285714285714,0.6666666666666666,0.5,10,10,5,10
2,OHSU,5,0.4,0.33333333333333337,0.4,0.5,0.3333333333333333,1,2,1,1
2,OLIN,7,0.42857142857142855,0.5,0.5,0.5,0.3333333333333333,1,2,2,2
2,PITT,11,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5,0.6,3,2,3,3
2,SBL,6,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,2
2,SDSU,7,0.5714285714285714,0.75,0.6666666666666666,1.0,0.25,1,3,0,3
2,STANFORD,8,0.5,0.375,0.5,0.5,0.5,2,2,2,2
2,TRINITY,10,0.7,0.9,0.6666666666666666,0.6,0.8,4,1,2,3
2,UCLA,19,0.631578947368421,0.7444444444444445,0.6956521739130435,0.8,0.4444444444444444,4,5,2,8
2,UM,28,0.6071428571428571,0.6974358974358974,0.6206896551724138,0.6923076923076923,0.5333333333333333,8,7,4,9
2,USM,14,0.8571428571428571,0.8666666666666667,0.8888888888888888,0.8888888888888888,0.8,4,1,1,8
2,YALE,12,0.5,0.5555555555555556,0.5,0.5,0.5,3,3,3,3
3,CALTECH,6,0.0,0.0,0.0,0.0,0.0,0,3,3,0
3,CMU,6,0.6666666666666666,0.5555555555555556,0.75,1.0,0.3333333333333333,1,2,0,3
3,KKI,10,0.5,0.7916666666666667,0.6153846153846154,1.0,0.16666666666666666,1,5,0,4
3,LEUVEN,13,0.6923076923076923,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7142857142857143,5,2,2,4
3,MAX_MUN,10,0.8,0.86,0.8333333333333334,1.0,0.6,3,2,0,5
3,NYU,35,0.6,0.66,0.6111111111111112,0.7333333333333333,0.5,10,10,4,11
3,OHSU,6,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,3,0,2,1
3,OLIN,7,0.8571428571428571,0.8333333333333334,0.8888888888888888,1.0,0.6666666666666666,2,1,0,4
3,PITT,12,0.6666666666666666,0.6944444444444444,0.6,0.5,0.8333333333333334,5,1,3,3
3,SBL,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,0,3,0,3
3,SDSU,6,0.6666666666666666,0.75,0.6666666666666666,1.0,0.5,2,2,0,2
3,STANFORD,8,0.5,0.375,0.6666666666666666,1.0,0.0,0,4,0,4
3,TRINITY,9,0.4444444444444444,0.45,0.5454545454545454,0.75,0.2,1,4,1,3
3,UCLA,20,0.75,0.7777777777777778,0.8,0.9090909090909091,0.5555555555555556,5,4,1,10
3,UM,27,0.6296296296296297,0.6428571428571429,0.7058823529411765,0.9230769230769231,0.35714285714285715,5,9,1,12
3,USM,14,0.5714285714285714,0.6,0.625,0.5555555555555556,0.6,3,2,4,5
3,YALE,12,0.4166666666666667,0.25,0.2222222222222222,0.16666666666666666,0.6666666666666666,4,2,5,1
4,CALTECH,8,0.375,0.4375,0.2857142857142857,0.25,0.5,2,2,3,1
4,CMU,6,0.16666666666666666,0.22222222222222224,0.2857142857142857,0.3333333333333333,0.0,0,3,2,1
4,KKI,10,0.4,0.33333333333333337,0.25,0.25,0.5,3,3,3,1
4,LEUVEN,13,0.6923076923076923,0.5952380952380952,0.6,0.5,0.8571428571428571,6,1,3,3
4,MAX_MUN,9,0.5555555555555556,0.6,0.5,0.5,0.6,3,2,2,2
4,NYU,35,0.5428571428571428,0.6216666666666667,0.5555555555555556,0.6666666666666666,0.45,9,11,5,10
4,OHSU,6,0.6666666666666666,0.7777777777777779,0.75,1.0,0.3333333333333333,1,2,0,3
4,OLIN,6,0.3333333333333333,0.22222222222222224,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,1
4,PITT,11,0.9090909090909091,0.8666666666666667,0.9090909090909091,1.0,0.8333333333333334,5,1,0,5
4,SBL,6,0.5,0.3333333333333333,0.4,0.3333333333333333,0.6666666666666666,2,1,2,1
4,SDSU,8,0.75,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.8,4,1,1,2
4,STANFORD,8,0.5,0.5625,0.5,0.5,0.5,2,2,2,2
4,TRINITY,9,0.3333333333333333,0.35,0.4,0.5,0.2,1,4,2,2
4,UCLA,19,0.6842105263157895,0.625,0.7272727272727273,0.7272727272727273,0.625,5,3,3,8
4,UM,28,0.8214285714285714,0.8410256410256411,0.8387096774193549,1.0,0.6666666666666666,10,5,0,13
4,USM,14,0.7142857142857143,0.6444444444444445,0.8,0.8888888888888888,0.4,2,3,1,8
4,YALE,11,0.7272727272727273,0.8,0.7692307692307693,0.8333333333333334,0.6,3,2,1,5
5,CALTECH,8,0.625,0.5625,0.5714285714285714,0.5,0.75,3,1,2,2
5,CMU,5,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1,1,1,2
5,KKI,10,0.4,0.625,0.5714285714285714,1.0,0.0,0,6,0,4
5,LEUVEN,12,0.5,0.37142857142857144,0.25,0.2,0.7142857142857143,5,2,4,1
5,MAX_MUN,11,0.45454545454545453,0.3333333333333333,0.5714285714285714,0.8,0.16666666666666666,1,5,1,4
5,NYU,35,0.5428571428571428,0.615,0.5555555555555556,0.6666666666666666,0.45,9,11,5,10
5,OHSU,5,0.2,0.33333333333333337,0.0,0.0,0.3333333333333333,1,2,2,0
5,OLIN,7,0.8571428571428571,0.7500000000000001,0.8888888888888888,1.0,0.6666666666666666,2,1,0,4
5,PITT,11,0.5454545454545454,0.55,0.4444444444444444,0.3333333333333333,0.8,4,1,4,2
5,SBL,6,0.6666666666666666,0.7777777777777778,0.5,0.3333333333333333,1.0,3,0,2,1
5,SDSU,8,0.625,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.6,3,2,1,2
5,STANFORD,7,0.42857142857142855,0.625,0.6,1.0,0.0,0,4,0,3
5,TRINITY,9,0.6666666666666666,0.85,0.5714285714285714,0.5,0.8,4,1,2,2
5,UCLA,20,0.75,0.696969696969697,0.8148148148148148,1.0,0.4444444444444444,4,5,0,11
5,UM,29,0.5517241379310345,0.6666666666666667,0.6666666666666666,0.9285714285714286,0.2,3,12,1,13
