Fold,AUC,ACC,F1,Sens,Spec,Best_Params
1,0.6437441643323997,0.5893719806763285,0.5812807881773399,0.5784313725490197,0.6,{'clf__C': 0.1}
2,0.6374883286647993,0.5797101449275363,0.5990783410138248,0.6372549019607843,0.5238095238095238,{'clf__C': 0.1}
3,0.6557070801419764,0.6038647342995169,0.646551724137931,0.7425742574257426,0.4716981132075472,{'clf__C': 0.001}
4,0.6129906542056075,0.6135265700483091,0.6296296296296297,0.68,0.5514018691588785,{'clf__C': 0.1}
5,0.6377570093457944,0.5748792270531401,0.6206896551724138,0.72,0.4392523364485981,{'clf__C': 0.001}
