Model,P_Value,AUC_Mean,ACC_Mean,F1_Mean,Sens_Mean,Spec_Mean,Train_AUC_Mean,TN,FP,FN,TP
TS_Riemann_LogReg_neuroHarmonize,0.0196078431372549,0.7714679560773879,0.6956521739130436,0.6807235663383191,0.6653977868375072,0.7249709885717645,1.0,384,146,169,336
