Fold,AUC,ACC,F1,Sens,Spec,Best_Params
1,0.6468720821661998,0.5990338164251208,0.6175115207373272,0.6568627450980392,0.5428571428571428,{'clf__C': 1}
2,0.6300653594771242,0.6038647342995169,0.6019417475728155,0.6078431372549019,0.6,{'clf__C': 1}
3,0.5758453203810947,0.5507246376811594,0.5463414634146342,0.5544554455445545,0.5471698113207547,{'clf__C': 10}
4,0.6567289719626168,0.5990338164251208,0.6103286384976526,0.65,0.5514018691588785,{'clf__C': 1}
5,0.5662616822429907,0.5458937198067633,0.5607476635514018,0.6,0.4953271028037383,{'clf__C': 1}
