Site,Total_Samples,ACC_Mean,ACC_Std,AUC_Mean,AUC_Std,F1_Mean,Sens_Mean,Spec_Mean,TN_Total,FP_Total,FN_Total,TP_Total
CALTECH,37,0.4595238095238095,0.1555269551777057,0.4666666666666667,0.20095259252979156,0.3738095238095238,0.36666666666666664,0.55,10,8,12,7
CMU,27,0.5133333333333333,0.19235384061671348,0.6222222222222222,0.23674750836291686,0.4076190476190476,0.4666666666666666,0.5333333333333333,7,6,7,7
KKI,48,0.5444444444444445,0.15889277384527878,0.5149999999999999,0.1888856208867625,0.588065268065268,0.75,0.4,11,17,5,15
LEUVEN,63,0.49615384615384617,0.16896832797299075,0.5430158730158731,0.16274788252946842,0.39545454545454545,0.3733333333333333,0.5952380952380952,20,14,18,11
MAX_MUN,52,0.5056565656565656,0.12811489843615376,0.512,0.1383971740238137,0.4898989898989899,0.54,0.47333333333333333,13,15,11,13
NYU,175,0.6,0.1564921592871903,0.6373333333333333,0.1360294085850556,0.5383264286490093,0.5733333333333334,0.62,62,38,32,43
OHSU,26,0.5833333333333334,0.2943920288775949,0.47777777777777786,0.30143688813890085,0.6133333333333334,0.7,0.5,7,7,4,8
OLIN,34,0.7857142857142858,0.18898223650461363,0.6944444444444445,0.26057865332352387,0.8134920634920635,0.8333333333333334,0.7333333333333333,11,4,3,16
PITT,56,0.6257575757575757,0.06851769123996981,0.6166666666666666,0.11450376024878446,0.6188344988344988,0.5866666666666667,0.6666666666666666,18,9,12,17
SBL,30,0.5,0.20412414523193156,0.48888888888888893,0.32659863237109044,0.32666666666666666,0.3333333333333333,0.6666666666666666,10,5,10,5
SDSU,36,0.6321428571428571,0.21562084068747972,0.5966666666666666,0.1586050300449376,0.4647619047619047,0.4666666666666666,0.72,16,6,7,7
STANFORD,39,0.5392857142857143,0.10519054625016529,0.5416666666666667,0.21449229460389585,0.6221645021645021,0.7833333333333333,0.3,6,14,4,15
TRINITY,47,0.5266666666666666,0.19651280861719234,0.5,0.21642550681470057,0.4432323232323232,0.49000000000000005,0.5599999999999999,14,11,11,11
UCLA,98,0.531578947368421,0.05585522441260825,0.5758585858585858,0.07070735930677033,0.5539298245614035,0.5345454545454545,0.525,23,21,25,29
UM,140,0.6217387338076994,0.024646458735648982,0.6668131868131868,0.06765780958144753,0.6622475338499679,0.8032967032967033,0.4619047619047619,34,40,13,53
USM,71,0.7028571428571428,0.09657396446374612,0.7488888888888889,0.06028737762778015,0.7790661222536307,0.8222222222222222,0.48,12,13,8,38
YALE,56,0.556060606060606,0.15373375671026118,0.6053333333333334,0.11908167132033562,0.5548484848484849,0.5399999999999999,0.5666666666666667,16,12,13,15
