Fold,ACC,AUC,Params
1,0.7053140096618358,0.7765172735760972,{'C': 0.1}
2,0.7294685990338164,0.8077030812324929,{'C': 0.1}
3,0.7294685990338164,0.8092658322436018,{'C': 0.1}
4,0.7053140096618358,0.7777570093457944,{'C': 0.1}
5,0.6328502415458938,0.7225233644859813,{'C': 0.1}
