Fold,Site,N_Samples,ACC,AUC,F1,Sens,Spec,TN,FP,FN,TP
1,CALTECH,8,0.625,0.6875,0.5714285714285714,0.5,0.75,3,1,2,2
1,CMU,4,0.5,0.5,0.0,0.0,1.0,2,0,2,0
1,KKI,9,0.7777777777777778,0.6000000000000001,0.75,0.75,0.8,4,1,1,3
1,LEUVEN,13,0.6923076923076923,0.6190476190476191,0.6,0.5,0.8571428571428571,6,1,3,3
1,MAX_MUN,11,0.5454545454545454,0.5666666666666667,0.5454545454545454,0.6,0.5,3,3,2,3
1,NYU,35,0.5142857142857142,0.6233333333333333,0.37037037037037035,0.3333333333333333,0.65,13,7,10,5
1,OHSU,4,0.5,0.5,0.5,0.5,0.5,1,1,1,1
1,OLIN,7,0.8571428571428571,0.9166666666666667,0.8888888888888888,1.0,0.6666666666666666,2,1,0,4
1,PITT,11,0.5454545454545454,0.7,0.6153846153846154,0.6666666666666666,0.4,2,3,2,4
1,SBL,6,0.8333333333333334,0.7777777777777778,0.8,0.6666666666666666,1.0,3,0,1,2
1,SDSU,7,0.5714285714285714,0.3333333333333333,0.4,0.3333333333333333,0.75,3,1,2,1
1,STANFORD,8,0.625,0.75,0.6666666666666666,0.75,0.5,2,2,1,3
1,TRINITY,10,0.7,0.6,0.7272727272727273,0.8,0.6,3,2,1,4
1,UCLA,20,0.65,0.6666666666666667,0.72,0.8181818181818182,0.4444444444444444,4,5,2,9
1,UM,28,0.5,0.5384615384615384,0.5,0.5384615384615384,0.4666666666666667,7,8,6,7
1,USM,15,0.6666666666666666,0.6400000000000001,0.7368421052631579,0.7,0.6,3,2,3,7
1,YALE,11,0.9090909090909091,0.8333333333333334,0.8888888888888888,0.8,1.0,6,0,1,4
2,CALTECH,7,0.5714285714285714,0.5833333333333334,0.5714285714285714,0.5,0.6666666666666666,2,1,2,2
2,CMU,6,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,2,1,3,0
2,KKI,9,0.4444444444444444,0.55,0.4444444444444444,0.5,0.4,2,3,2,2
2,LEUVEN,12,0.6666666666666666,0.8333333333333334,0.7142857142857143,0.8333333333333334,0.5,3,3,1,5
2,MAX_MUN,11,0.36363636363636365,0.30000000000000004,0.2222222222222222,0.2,0.5,3,3,4,1
2,NYU,35,0.6571428571428571,0.6233333333333333,0.625,0.6666666666666666,0.65,13,7,5,10
2,OHSU,5,1.0,1.0,1.0,1.0,1.0,3,0,0,2
2,OLIN,7,0.42857142857142855,0.4166666666666667,0.3333333333333333,0.25,0.6666666666666666,2,1,3,1
2,PITT,11,0.6363636363636364,0.8,0.6666666666666666,0.6666666666666666,0.6,3,2,2,4
2,SBL,6,0.8333333333333334,1.0,0.8571428571428571,1.0,0.6666666666666666,2,1,0,3
2,SDSU,7,0.7142857142857143,0.8333333333333333,0.75,1.0,0.5,2,2,0,3
2,STANFORD,8,0.625,0.5625,0.6666666666666666,0.75,0.5,2,2,1,3
2,TRINITY,10,0.6,0.6799999999999999,0.6,0.6,0.6,3,2,2,3
2,UCLA,19,0.47368421052631576,0.3888888888888889,0.5,0.5,0.4444444444444444,4,5,5,5
2,UM,28,0.6428571428571429,0.7076923076923076,0.6428571428571429,0.6923076923076923,0.6,9,6,4,9
2,USM,14,0.7142857142857143,0.6888888888888889,0.7777777777777778,0.7777777777777778,0.6,3,2,2,7
2,YALE,12,0.6666666666666666,0.6388888888888888,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,4
3,CALTECH,6,0.5,0.4444444444444445,0.4,0.3333333333333333,0.6666666666666666,2,1,2,1
3,CMU,6,0.5,0.5555555555555556,0.5714285714285714,0.6666666666666666,0.3333333333333333,1,2,1,2
3,KKI,10,0.7,0.7500000000000001,0.7272727272727273,1.0,0.5,3,3,0,4
3,LEUVEN,13,0.46153846153846156,0.5952380952380952,0.46153846153846156,0.5,0.42857142857142855,3,4,3,3
3,MAX_MUN,10,0.8,0.9600000000000001,0.8333333333333334,1.0,0.6,3,2,0,5
3,NYU,35,0.6,0.59,0.4166666666666667,0.3333333333333333,0.8,16,4,10,5
3,OHSU,6,0.6666666666666666,0.7777777777777778,0.5,0.3333333333333333,1.0,3,0,2,1
3,OLIN,7,0.7142857142857143,0.8333333333333334,0.75,0.75,0.6666666666666666,2,1,1,3
3,PITT,12,0.5833333333333334,0.7222222222222222,0.5454545454545454,0.5,0.6666666666666666,4,2,3,3
3,SBL,6,0.6666666666666666,0.888888888888889,0.75,1.0,0.3333333333333333,1,2,0,3
3,SDSU,6,0.6666666666666666,0.75,0.5,0.5,0.75,3,1,1,1
3,STANFORD,8,0.5,0.5625,0.6666666666666666,1.0,0.0,0,4,0,4
3,TRINITY,9,0.6666666666666666,0.65,0.6666666666666666,0.75,0.6,3,2,1,3
3,UCLA,20,0.55,0.7171717171717171,0.6086956521739131,0.6363636363636364,0.4444444444444444,4,5,4,7
3,UM,27,0.5925925925925926,0.6895604395604396,0.6451612903225806,0.7692307692307693,0.42857142857142855,6,8,3,10
3,USM,14,0.7142857142857143,0.7777777777777778,0.75,0.6666666666666666,0.8,4,1,3,6
3,YALE,12,0.5,0.4444444444444444,0.4,0.3333333333333333,0.6666666666666666,4,2,4,2
4,CALTECH,8,0.125,0.0625,0.2222222222222222,0.25,0.0,0,4,3,1
4,CMU,6,0.8333333333333334,1.0,0.8,0.6666666666666666,1.0,3,0,1,2
4,KKI,10,0.5,0.45833333333333337,0.6153846153846154,1.0,0.16666666666666666,1,5,0,4
4,LEUVEN,13,0.46153846153846156,0.6190476190476191,0.2222222222222222,0.16666666666666666,0.7142857142857143,5,2,5,1
4,MAX_MUN,9,0.6666666666666666,0.55,0.5714285714285714,0.5,0.8,4,1,2,2
4,NYU,35,0.7428571428571429,0.7633333333333333,0.7096774193548387,0.7333333333333333,0.75,15,5,4,11
4,OHSU,6,0.3333333333333333,0.22222222222222224,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,1
4,OLIN,6,0.5,0.33333333333333337,0.5714285714285714,0.6666666666666666,0.3333333333333333,1,2,1,2
4,PITT,11,0.5454545454545454,0.6666666666666667,0.4444444444444444,0.4,0.6666666666666666,4,2,3,2
4,SBL,6,0.5,0.3333333333333333,0.4,0.3333333333333333,0.6666666666666666,2,1,2,1
4,SDSU,8,0.875,0.8,0.8,0.6666666666666666,1.0,5,0,1,2
4,STANFORD,8,0.625,0.8125,0.7272727272727273,1.0,0.25,1,3,0,4
4,TRINITY,9,0.3333333333333333,0.24999999999999997,0.4,0.5,0.2,1,4,2,2
4,UCLA,19,0.631578947368421,0.6477272727272727,0.6666666666666666,0.6363636363636364,0.625,5,3,4,7
4,UM,28,0.7142857142857143,0.7692307692307692,0.75,0.9230769230769231,0.5333333333333333,8,7,1,12
4,USM,14,0.6428571428571429,0.7111111111111111,0.7619047619047619,0.8888888888888888,0.2,1,4,1,8
4,YALE,11,0.6363636363636364,0.7,0.6666666666666666,0.6666666666666666,0.6,3,2,2,4
5,CALTECH,8,0.375,0.5625,0.2857142857142857,0.25,0.5,2,2,3,1
5,CMU,5,0.4,0.3333333333333333,0.4,0.3333333333333333,0.5,1,1,2,1
5,KKI,10,0.2,0.12499999999999997,0.2,0.25,0.16666666666666666,1,5,3,1
5,LEUVEN,12,0.4166666666666667,0.4285714285714286,0.2222222222222222,0.2,0.5714285714285714,4,3,4,1
5,MAX_MUN,11,0.5454545454545454,0.6,0.4444444444444444,0.4,0.6666666666666666,4,2,3,2
5,NYU,35,0.6857142857142857,0.7033333333333334,0.6206896551724138,0.6,0.75,15,5,6,9
