Site,Total_Samples,ACC_Mean,ACC_Std,AUC_Mean,AUC_Std,F1_Mean,Sens_Mean,Spec_Mean,TN_Total,FP_Total,FN_Total,TP_Total
CALTECH,37,0.46904761904761905,0.20852032424582206,0.46805555555555556,0.21198648920376573,0.3833333333333333,0.35,0.6,11,7,12,7
CMU,27,0.5533333333333333,0.18348478592697182,0.7277777777777777,0.14948471163415233,0.4076190476190476,0.4,0.7,9,4,8,6
KKI,48,0.45555555555555555,0.10122703976826998,0.6233333333333334,0.1504991694329241,0.5278388278388279,0.8,0.21999999999999997,6,22,4,16
LEUVEN,63,0.6025641025641025,0.08209133637734421,0.5436507936507937,0.09810499771658691,0.4424242424242424,0.4,0.7666666666666667,26,8,17,12
MAX_MUN,52,0.4793939393939394,0.1340271205919837,0.518,0.16854409248357272,0.5054545454545455,0.58,0.39333333333333337,11,17,10,14
NYU,175,0.5942857142857143,0.0842736068785865,0.65,0.04407065034943577,0.5467737722048067,0.5733333333333334,0.61,61,39,32,43
OHSU,26,0.35333333333333333,0.2599145158615724,0.4444444444444445,0.2876039801232174,0.2,0.16666666666666666,0.5,7,7,10,2
OLIN,34,0.6333333333333333,0.2865068372665014,0.65,0.33082388735465346,0.6198412698412697,0.65,0.6,9,6,6,13
PITT,56,0.5878787878787879,0.087302183581139,0.5722222222222222,0.11884215072996396,0.5304761904761904,0.48666666666666664,0.7,19,8,15,14
SBL,30,0.5666666666666667,0.09128709291752764,0.6666666666666666,0.09938079899999065,0.39761904761904765,0.4666666666666666,0.6666666666666666,10,5,8,7
SDSU,36,0.6119047619047618,0.04067702276969022,0.6366666666666666,0.08781293248212994,0.5228571428571429,0.5666666666666667,0.64,14,8,6,8
STANFORD,39,0.46785714285714286,0.17239311980210242,0.5791666666666667,0.09166666666666667,0.5724242424242425,0.75,0.2,4,16,5,14
TRINITY,47,0.6777777777777778,0.20934937423796415,0.662,0.2305992194262591,0.6964102564102564,0.76,0.6,15,10,5,17
UCLA,98,0.7036842105263158,0.08436663162563718,0.7164646464646465,0.07014175161674623,0.7524191750278707,0.8309090909090908,0.5472222222222223,24,20,9,45
UM,140,0.6276135741652983,0.07093902772836252,0.6496703296703297,0.059374837532112326,0.6785434173669468,0.8472527472527472,0.43047619047619046,32,42,10,56
USM,71,0.638095238095238,0.2223355719986429,0.7004444444444444,0.17356338010530978,0.7116666666666667,0.7244444444444444,0.48,12,13,13,33
YALE,56,0.6190909090909091,0.2448261691000713,0.6648888888888889,0.23128796651964,0.5505050505050505,0.4866666666666667,0.76,21,7,15,13
