Model,Fold,AUC,ACC,F1,Sens,Spec,TN,FP,FN,TP,Train_AUC,Params
TS_Riemann_RBFSVM_standard_scaler,1,0.761391223155929,0.7004830917874396,0.6593406593406593,0.5882352941176471,0.8095238095238095,85,20,42,60,1.0,{'C': 10}
TS_Riemann_RBFSVM_standard_scaler,2,0.8042950513538749,0.7342995169082126,0.6961325966850829,0.6176470588235294,0.8476190476190476,89,16,39,63,1.0,{'C': 10}
TS_Riemann_RBFSVM_standard_scaler,3,0.8031010648234634,0.7246376811594203,0.6984126984126984,0.6534653465346535,0.7924528301886793,84,22,35,66,1.0,{'C': 10}
TS_Riemann_RBFSVM_standard_scaler,4,0.7641121495327103,0.6859903381642513,0.6733668341708543,0.67,0.7009345794392523,75,32,33,67,1.0,{'C': 10}
TS_Riemann_RBFSVM_standard_scaler,5,0.7117289719626169,0.6135265700483091,0.574468085106383,0.54,0.6822429906542056,73,34,46,54,1.0,{'C': 10}
