Model,P_Value,AUC_Mean,ACC_Mean,F1_Mean,Sens_Mean,Spec_Mean,Train_AUC_Mean,TN,FP,FN,TP
TS_Riemann_RBFSVM_standard_scaler,0.0196078431372549,0.768925692165719,0.6917874396135266,0.6603441747431356,0.613869539895166,0.7665546514849988,1.0,406,124,195,310
