Model,Fold,Site,N,ACC,F1,Sens,Spec,TN,FP,FN,TP
TS_Riemann_LogReg_procrustes,1,CALTECH,8,0.625,0.4,0.25,1.0,4,0,3,1
TS_Riemann_LogReg_procrustes,1,CMU,4,0.5,0.0,0.0,1.0,2,0,2,0
TS_Riemann_LogReg_procrustes,1,KKI,9,0.7777777777777778,0.6666666666666666,0.5,1.0,5,0,2,2
TS_Riemann_LogReg_procrustes,1,LEUVEN,13,0.7692307692307693,0.6666666666666666,0.5,1.0,7,0,3,3
TS_Riemann_LogReg_procrustes,1,MAX_MUN,11,0.36363636363636365,0.36363636363636365,0.4,0.3333333333333333,2,4,3,2
TS_Riemann_LogReg_procrustes,1,NYU,35,0.8,0.7586206896551724,0.7333333333333333,0.85,17,3,4,11
TS_Riemann_LogReg_procrustes,1,OHSU,4,0.5,0.0,0.0,1.0,2,0,2,0
TS_Riemann_LogReg_procrustes,1,OLIN,7,0.5714285714285714,0.5714285714285714,0.5,0.6666666666666666,2,1,2,2
TS_Riemann_LogReg_procrustes,1,PITT,11,0.9090909090909091,0.9090909090909091,0.8333333333333334,1.0,5,0,1,5
TS_Riemann_LogReg_procrustes,1,SBL,6,0.8333333333333334,0.8571428571428571,1.0,0.6666666666666666,2,1,0,3
TS_Riemann_LogReg_procrustes,1,SDSU,7,0.5714285714285714,0.6666666666666666,1.0,0.25,1,3,0,3
TS_Riemann_LogReg_procrustes,1,STANFORD,8,0.625,0.5714285714285714,0.5,0.75,3,1,2,2
TS_Riemann_LogReg_procrustes,1,TRINITY,10,0.4,0.4,0.4,0.4,2,3,3,2
TS_Riemann_LogReg_procrustes,1,UCLA,20,0.85,0.8695652173913043,0.9090909090909091,0.7777777777777778,7,2,1,10
TS_Riemann_LogReg_procrustes,1,UM,28,0.75,0.6956521739130435,0.6153846153846154,0.8666666666666667,13,2,5,8
TS_Riemann_LogReg_procrustes,1,USM,15,0.8666666666666667,0.8888888888888888,0.8,1.0,5,0,2,8
TS_Riemann_LogReg_procrustes,1,YALE,11,0.7272727272727273,0.5714285714285714,0.4,1.0,6,0,3,2
TS_Riemann_LogReg_procrustes,2,CALTECH,7,0.7142857142857143,0.75,0.75,0.6666666666666666,2,1,1,3
TS_Riemann_LogReg_procrustes,2,CMU,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,2
TS_Riemann_LogReg_procrustes,2,KKI,9,0.7777777777777778,0.8,1.0,0.6,3,2,0,4
TS_Riemann_LogReg_procrustes,2,LEUVEN,12,0.75,0.7692307692307693,0.8333333333333334,0.6666666666666666,4,2,1,5
TS_Riemann_LogReg_procrustes,2,MAX_MUN,11,0.36363636363636365,0.2222222222222222,0.2,0.5,3,3,4,1
TS_Riemann_LogReg_procrustes,2,NYU,35,0.8285714285714286,0.8,0.8,0.85,17,3,3,12
TS_Riemann_LogReg_procrustes,2,OHSU,5,0.8,0.6666666666666666,0.5,1.0,3,0,1,1
TS_Riemann_LogReg_procrustes,2,OLIN,7,0.8571428571428571,0.8571428571428571,0.75,1.0,3,0,1,3
TS_Riemann_LogReg_procrustes,2,PITT,11,0.6363636363636364,0.6,0.5,0.8,4,1,3,3
TS_Riemann_LogReg_procrustes,2,SBL,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,2
TS_Riemann_LogReg_procrustes,2,SDSU,7,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.5,2,2,1,2
TS_Riemann_LogReg_procrustes,2,STANFORD,8,0.75,0.6666666666666666,0.5,1.0,4,0,2,2
TS_Riemann_LogReg_procrustes,2,TRINITY,10,0.7,0.6666666666666666,0.6,0.8,4,1,2,3
TS_Riemann_LogReg_procrustes,2,UCLA,19,0.6842105263157895,0.625,0.5,0.8888888888888888,8,1,5,5
TS_Riemann_LogReg_procrustes,2,UM,28,0.6785714285714286,0.64,0.6153846153846154,0.7333333333333333,11,4,5,8
TS_Riemann_LogReg_procrustes,2,USM,14,0.7142857142857143,0.75,0.6666666666666666,0.8,4,1,3,6
TS_Riemann_LogReg_procrustes,2,YALE,12,0.9166666666666666,0.9230769230769231,1.0,0.8333333333333334,5,1,0,6
TS_Riemann_LogReg_procrustes,3,CALTECH,6,0.5,0.5714285714285714,0.6666666666666666,0.3333333333333333,1,2,1,2
TS_Riemann_LogReg_procrustes,3,CMU,6,0.3333333333333333,0.0,0.0,0.6666666666666666,2,1,3,0
TS_Riemann_LogReg_procrustes,3,KKI,10,0.8,0.6666666666666666,0.5,1.0,6,0,2,2
TS_Riemann_LogReg_procrustes,3,LEUVEN,13,0.8461538461538461,0.8333333333333334,0.8333333333333334,0.8571428571428571,6,1,1,5
TS_Riemann_LogReg_procrustes,3,MAX_MUN,10,0.7,0.7692307692307693,1.0,0.4,2,3,0,5
TS_Riemann_LogReg_procrustes,3,NYU,35,0.7714285714285715,0.75,0.8,0.75,15,5,3,12
TS_Riemann_LogReg_procrustes,3,OHSU,6,0.6666666666666666,0.5,0.3333333333333333,1.0,3,0,2,1
TS_Riemann_LogReg_procrustes,3,OLIN,7,1.0,1.0,1.0,1.0,3,0,0,4
TS_Riemann_LogReg_procrustes,3,PITT,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,4
TS_Riemann_LogReg_procrustes,3,SBL,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,1
TS_Riemann_LogReg_procrustes,3,SDSU,6,0.8333333333333334,0.8,1.0,0.75,3,1,0,2
TS_Riemann_LogReg_procrustes,3,STANFORD,8,1.0,1.0,1.0,1.0,4,0,0,4
TS_Riemann_LogReg_procrustes,3,TRINITY,9,0.8888888888888888,0.8888888888888888,1.0,0.8,4,1,0,4
TS_Riemann_LogReg_procrustes,3,UCLA,20,0.8,0.8181818181818182,0.8181818181818182,0.7777777777777778,7,2,2,9
TS_Riemann_LogReg_procrustes,3,UM,27,0.7037037037037037,0.6666666666666666,0.6153846153846154,0.7857142857142857,11,3,5,8
TS_Riemann_LogReg_procrustes,3,USM,14,0.5714285714285714,0.5714285714285714,0.4444444444444444,0.8,4,1,5,4
TS_Riemann_LogReg_procrustes,3,YALE,12,0.6666666666666666,0.7142857142857143,0.8333333333333334,0.5,3,3,1,5
TS_Riemann_LogReg_procrustes,4,CALTECH,8,0.375,0.2857142857142857,0.25,0.5,2,2,3,1
TS_Riemann_LogReg_procrustes,4,CMU,6,1.0,1.0,1.0,1.0,3,0,0,3
TS_Riemann_LogReg_procrustes,4,KKI,10,0.9,0.8888888888888888,1.0,0.8333333333333334,5,1,0,4
TS_Riemann_LogReg_procrustes,4,LEUVEN,13,0.6923076923076923,0.6666666666666666,0.6666666666666666,0.7142857142857143,5,2,2,4
TS_Riemann_LogReg_procrustes,4,MAX_MUN,9,0.3333333333333333,0.25,0.25,0.4,2,3,3,1
TS_Riemann_LogReg_procrustes,4,NYU,35,0.6857142857142857,0.6451612903225806,0.6666666666666666,0.7,14,6,5,10
TS_Riemann_LogReg_procrustes,4,OHSU,6,0.3333333333333333,0.5,0.6666666666666666,0.0,0,3,1,2
TS_Riemann_LogReg_procrustes,4,OLIN,6,0.5,0.4,0.3333333333333333,0.6666666666666666,2,1,2,1
TS_Riemann_LogReg_procrustes,4,PITT,11,0.7272727272727273,0.7272727272727273,0.8,0.6666666666666666,4,2,1,4
TS_Riemann_LogReg_procrustes,4,SBL,6,0.3333333333333333,0.5,0.6666666666666666,0.0,0,3,1,2
TS_Riemann_LogReg_procrustes,4,SDSU,8,0.75,0.6666666666666666,0.6666666666666666,0.8,4,1,1,2
TS_Riemann_LogReg_procrustes,4,STANFORD,8,0.75,0.75,0.75,0.75,3,1,1,3
TS_Riemann_LogReg_procrustes,4,TRINITY,9,0.6666666666666666,0.6666666666666666,0.75,0.6,3,2,1,3
TS_Riemann_LogReg_procrustes,4,UCLA,19,0.7894736842105263,0.8,0.7272727272727273,0.875,7,1,3,8
TS_Riemann_LogReg_procrustes,4,UM,28,0.75,0.7586206896551724,0.8461538461538461,0.6666666666666666,10,5,2,11
TS_Riemann_LogReg_procrustes,4,USM,14,0.8571428571428571,0.9,1.0,0.6,3,2,0,9
TS_Riemann_LogReg_procrustes,4,YALE,11,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.8,4,1,2,4
TS_Riemann_LogReg_procrustes,5,CALTECH,8,0.75,0.75,0.75,0.75,3,1,1,3
TS_Riemann_LogReg_procrustes,5,CMU,5,0.4,0.5714285714285714,0.6666666666666666,0.0,0,2,1,2
TS_Riemann_LogReg_procrustes,5,KKI,10,0.5,0.5454545454545454,0.75,0.3333333333333333,2,4,1,3
TS_Riemann_LogReg_procrustes,5,LEUVEN,12,0.6666666666666666,0.6666666666666666,0.8,0.5714285714285714,4,3,1,4
TS_Riemann_LogReg_procrustes,5,MAX_MUN,11,0.36363636363636365,0.2222222222222222,0.2,0.5,3,3,4,1
TS_Riemann_LogReg_procrustes,5,NYU,35,0.5714285714285714,0.6153846153846154,0.8,0.4,8,12,3,12
TS_Riemann_LogReg_procrustes,5,OHSU,5,0.4,0.4,0.5,0.3333333333333333,1,2,1,1
TS_Riemann_LogReg_procrustes,5,OLIN,7,0.5714285714285714,0.4,0.25,1.0,3,0,3,1
TS_Riemann_LogReg_procrustes,5,PITT,11,0.6363636363636364,0.5,0.3333333333333333,1.0,5,0,4,2
TS_Riemann_LogReg_procrustes,5,SBL,6,0.5,0.0,0.0,1.0,3,0,3,0
TS_Riemann_LogReg_procrustes,5,SDSU,8,0.625,0.4,0.3333333333333333,0.8,4,1,2,1
TS_Riemann_LogReg_procrustes,5,STANFORD,7,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.75,3,1,1,2
TS_Riemann_LogReg_procrustes,5,TRINITY,9,0.7777777777777778,0.6666666666666666,0.5,1.0,5,0,2,2
TS_Riemann_LogReg_procrustes,5,UCLA,20,0.6,0.6363636363636364,0.6363636363636364,0.5555555555555556,5,4,4,7
TS_Riemann_LogReg_procrustes,5,UM,29,0.5862068965517241,0.6,0.6428571428571429,0.5333333333333333,8,7,5,9
TS_Riemann_LogReg_procrustes,5,USM,14,0.7142857142857143,0.75,0.6666666666666666,0.8,4,1,3,6
TS_Riemann_LogReg_procrustes,5,YALE,10,0.8,0.8333333333333334,1.0,0.6,3,2,0,5
