Model,P_Value,AUC_Mean,ACC_Mean,F1_Mean,Sens_Mean,Spec_Mean,Train_AUC_Mean,TN,FP,FN,TP
TS_Riemann_LogReg_procrustes,0.0196078431372549,0.7655994568355062,0.6927536231884057,0.6799099757679543,0.6673977868375072,0.7175835285621919,0.9980299448384555,380,150,168,337
