Site,Total_Samples,ACC_Mean,ACC_Std,AUC_Mean,AUC_Std,F1_Mean,Sens_Mean,Spec_Mean,TN_Total,FP_Total,FN_Total,TP_Total
CALTECH,37,0.530952380952381,0.12179857261170769,0.49444444444444446,0.19707545399643567,0.49428571428571433,0.4666666666666666,0.5833333333333333,11,7,10,9
CMU,27,0.58,0.12382783747337806,0.7166666666666667,0.17777777777777778,0.6476190476190476,0.7666666666666666,0.36666666666666664,5,8,3,11
KKI,48,0.44000000000000006,0.1299572579307862,0.58,0.1358716714812588,0.5397402597402597,0.8,0.18,5,23,4,16
LEUVEN,63,0.5564102564102564,0.09736417738303622,0.5438095238095239,0.13011071510809952,0.36767676767676766,0.3333333333333333,0.7380952380952381,25,9,19,10
MAX_MUN,52,0.46121212121212113,0.14403346208497403,0.43533333333333335,0.2130581558583895,0.5604395604395604,0.75,0.21333333333333332,6,22,6,18
NYU,175,0.6,0.096890428330361,0.6853333333333332,0.04544104850120527,0.6564102564102564,0.8800000000000001,0.39,39,61,9,66
OHSU,26,0.5233333333333333,0.2989797466198821,0.47777777777777775,0.26897152082022674,0.4333333333333333,0.36666666666666664,0.6666666666666666,9,5,8,4
OLIN,34,0.6047619047619047,0.2649177342038309,0.6166666666666667,0.34399612400917157,0.6020634920634921,0.65,0.5333333333333333,8,7,6,13
PITT,56,0.6772727272727272,0.05659045271813059,0.6888888888888889,0.07131914015947209,0.6943589743589744,0.72,0.6266666666666667,17,10,8,21
SBL,30,0.5666666666666667,0.09128709291752768,0.711111111111111,0.23934065809486685,0.41666666666666663,0.5333333333333333,0.6,9,6,7,8
SDSU,36,0.6035714285714285,0.09313146293146642,0.5733333333333333,0.11953614051360739,0.5942857142857143,0.8,0.49000000000000005,11,11,3,11
STANFORD,39,0.5107142857142857,0.07098073897982782,0.6416666666666666,0.14276534749176512,0.6533333333333333,0.95,0.1,2,18,1,18
TRINITY,47,0.508888888888889,0.20221001184137471,0.552,0.2368459414893994,0.5011111111111111,0.5900000000000001,0.44000000000000006,11,14,9,13
UCLA,98,0.6536842105263159,0.11930372794420568,0.6973232323232323,0.13144899731070758,0.7171701631701632,0.8127272727272727,0.45555555555555555,20,24,10,44
UM,140,0.5285805509943441,0.009778699110659855,0.6615384615384616,0.047245079878828804,0.6224810524810525,0.8472527472527472,0.24285714285714283,18,56,10,56
USM,71,0.7028571428571428,0.1303057628684729,0.7360000000000001,0.14693174698343767,0.7941150636802811,0.888888888888889,0.36,9,16,5,41
YALE,56,0.556060606060606,0.12397421160197959,0.5895555555555555,0.16213635474767588,0.5941724941724942,0.6533333333333333,0.4666666666666667,13,15,10,18
