Fold,AUC,ACC,F1,Sens,Spec,Best_Params
1,0.657609710550887,0.6135265700483091,0.5959595959595959,0.5784313725490197,0.6476190476190476,{'clf__C': 0.1}
2,0.6514472455648926,0.6280193236714976,0.6169154228855721,0.6078431372549019,0.6476190476190476,{'clf__C': 0.1}
3,0.6784980384830936,0.6376811594202898,0.647887323943662,0.6831683168316832,0.5943396226415094,{'clf__C': 0.001}
4,0.601588785046729,0.5700483091787439,0.5658536585365853,0.58,0.5607476635514018,{'clf__C': 0.1}
5,0.5961682242990655,0.5700483091787439,0.5615763546798029,0.57,0.5700934579439252,{'clf__C': 0.1}
