Fold,AUC,ACC,F1,Sens,Spec,Best_Params
1,0.7021475256769374,0.6908212560386473,0.6923076923076923,0.7058823529411765,0.6761904761904762,{'clf__C': 1}
2,0.6279645191409897,0.6183574879227053,0.6255924170616114,0.6470588235294118,0.5904761904761905,{'clf__C': 1}
3,0.6683635344666542,0.6183574879227053,0.6255924170616114,0.6534653465346535,0.5849056603773585,{'clf__C': 1}
4,0.6806074766355141,0.6135265700483091,0.6116504854368932,0.63,0.5981308411214953,{'clf__C': 1}
5,0.6115420560747664,0.5748792270531401,0.5925925925925926,0.64,0.514018691588785,{'clf__C': 1}
