Fold,ACC,AUC,Params
1,0.748792270531401,0.7910364145658264,Averaged
2,0.7536231884057971,0.8205415499533146,Averaged
3,0.7536231884057971,0.8068372875023352,Averaged
4,0.7101449275362319,0.753177570093458,Averaged
5,0.6473429951690821,0.7342990654205608,Averaged
