Model,P_Value,AUC_Mean,ACC_Mean,F1_Mean,Sens_Mean,Spec_Mean,Train_AUC_Mean,TN,FP,FN,TP
TS_Riemann_LinSVM_procrustes,0.0196078431372549,0.7670407619377302,0.702415458937198,0.6921562915021705,0.6851423024655408,0.7193997867177201,0.999980737111577,381,149,159,346
