Fold,Site,N_Samples,ACC,AUC,F1,Sens,Spec,TN,FP,FN,TP
1,CALTECH,8,0.625,0.625,0.4,0.25,1.0,4,0,3,1
1,CMU,4,0.75,0.75,0.6666666666666666,0.5,1.0,2,0,1,1
1,KKI,9,0.5555555555555556,0.9,0.6666666666666666,1.0,0.2,1,4,0,4
1,LEUVEN,13,0.5384615384615384,0.6190476190476191,0.4,0.3333333333333333,0.7142857142857143,5,2,4,2
1,MAX_MUN,11,0.5454545454545454,0.3333333333333333,0.5454545454545454,0.6,0.5,3,3,2,3
1,NYU,35,0.7428571428571429,0.7966666666666666,0.7096774193548387,0.7333333333333333,0.75,15,5,4,11
1,OHSU,4,0.5,0.5,0.5,0.5,0.5,1,1,1,1
1,OLIN,7,0.5714285714285714,0.5833333333333334,0.5714285714285714,0.5,0.6666666666666666,2,1,2,2
1,PITT,11,0.6363636363636364,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.6,3,2,2,4
1,SBL,6,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,3,0,2,1
1,SDSU,7,0.42857142857142855,0.3333333333333333,0.0,0.0,0.75,3,1,3,0
1,STANFORD,8,0.75,0.875,0.75,0.75,0.75,3,1,1,3
1,TRINITY,10,0.3,0.19999999999999998,0.0,0.0,0.6,3,2,5,0
1,UCLA,20,0.6,0.595959595959596,0.6666666666666666,0.7272727272727273,0.4444444444444444,4,5,3,8
1,UM,28,0.6071428571428571,0.7076923076923077,0.6206896551724138,0.6923076923076923,0.5333333333333333,8,7,4,9
1,USM,15,0.7333333333333333,0.82,0.8181818181818182,0.9,0.4,2,3,1,9
1,YALE,11,0.7272727272727273,0.8333333333333334,0.7272727272727273,0.8,0.6666666666666666,4,2,1,4
2,CALTECH,7,0.5714285714285714,0.5833333333333334,0.5714285714285714,0.5,0.6666666666666666,2,1,2,2
2,CMU,6,0.6666666666666666,0.7777777777777779,0.5,0.3333333333333333,1.0,3,0,2,1
2,KKI,9,0.3333333333333333,0.5,0.4,0.5,0.2,1,4,2,2
2,LEUVEN,12,0.6666666666666666,0.6944444444444444,0.5,0.3333333333333333,1.0,6,0,4,2
2,MAX_MUN,11,0.5454545454545454,0.39999999999999997,0.5454545454545454,0.6,0.5,3,3,2,3
2,NYU,35,0.6857142857142857,0.6833333333333333,0.7027027027027027,0.8666666666666667,0.55,11,9,2,13
2,OHSU,5,0.6,0.5,0.5,0.5,0.6666666666666666,2,1,1,1
2,OLIN,7,0.7142857142857143,0.9166666666666667,0.75,0.75,0.6666666666666666,2,1,1,3
2,PITT,11,0.7272727272727273,0.7,0.7692307692307693,0.8333333333333334,0.6,3,2,1,5
2,SBL,6,0.5,0.5555555555555556,0.4,0.3333333333333333,0.6666666666666666,2,1,2,1
2,SDSU,7,0.8571428571428571,0.8333333333333334,0.8571428571428571,1.0,0.75,3,1,0,3
2,STANFORD,8,0.5,0.75,0.6666666666666666,1.0,0.0,0,4,0,4
2,TRINITY,10,0.8,0.9600000000000001,0.75,0.6,1.0,5,0,2,3
2,UCLA,19,0.631578947368421,0.5444444444444445,0.6666666666666666,0.7,0.5555555555555556,5,4,3,7
2,UM,28,0.6785714285714286,0.7282051282051283,0.7272727272727273,0.9230769230769231,0.4666666666666667,7,8,1,12
2,USM,14,0.8571428571428571,0.9111111111111111,0.8888888888888888,0.8888888888888888,0.8,4,1,1,8
2,YALE,12,0.5,0.4444444444444444,0.5,0.5,0.5,3,3,3,3
3,CALTECH,6,0.3333333333333333,0.22222222222222224,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,1
3,CMU,6,0.5,0.5555555555555556,0.5714285714285714,0.6666666666666666,0.3333333333333333,1,2,1,2
3,KKI,10,0.6,0.5,0.5,0.5,0.6666666666666666,4,2,2,2
3,LEUVEN,13,0.8461538461538461,0.6666666666666666,0.8,0.6666666666666666,1.0,7,0,2,4
3,MAX_MUN,10,0.6,0.76,0.6666666666666666,0.8,0.4,2,3,1,4
3,NYU,35,0.5714285714285714,0.6733333333333332,0.5714285714285714,0.6666666666666666,0.5,10,10,5,10
3,OHSU,6,0.5,0.3333333333333333,0.0,0.0,1.0,3,0,3,0
3,OLIN,7,0.7142857142857143,0.9166666666666667,0.8,1.0,0.3333333333333333,1,2,0,4
3,PITT,12,0.6666666666666666,0.7777777777777779,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,4
3,SBL,6,1.0,1.0,1.0,1.0,1.0,3,0,0,3
3,SDSU,6,0.5,0.625,0.4,0.5,0.5,2,2,1,1
3,STANFORD,8,0.5,0.75,0.6666666666666666,1.0,0.0,0,4,0,4
3,TRINITY,9,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6,3,2,1,3
3,UCLA,20,0.75,0.8686868686868687,0.782608695652174,0.8181818181818182,0.6666666666666666,6,3,2,9
3,UM,27,0.5555555555555556,0.6923076923076923,0.6666666666666666,0.9230769230769231,0.21428571428571427,3,11,1,12
