Model,P_Value_Perm,AUC_Mean,AUC_STD,ACC_Mean,ACC_STD,F1_Mean,F1_STD,Sens_Mean,Sens_STD,Spec_Mean,Spec_STD,TN,FP,FN,TP
TS_Riemann_RBFSVM,0.0196,0.772,0.03,0.703,0.035,0.673,0.042,0.628,0.058,0.776,0.058,411,119,188,317
