Fold,AUC,ACC,F1,Sens,Spec,Best_Params
1,0.657609710550887,0.5893719806763285,0.5812807881773399,0.5784313725490197,0.6,{'clf__C': 0.1}
2,0.6516339869281046,0.6086956521739131,0.5970149253731343,0.5882352941176471,0.6285714285714286,{'clf__C': 0.1}
3,0.6619652531290865,0.5797101449275363,0.6027397260273972,0.6534653465346535,0.5094339622641509,{'clf__C': 0.001}
4,0.627570093457944,0.5893719806763285,0.5893719806763285,0.61,0.5700934579439252,{'clf__C': 0.1}
5,0.6372897196261683,0.6038647342995169,0.6019417475728155,0.62,0.5887850467289719,{'clf__C': 0.001}
