Model,AUC_Mean,AUC_STD,ACC_Mean,ACC_STD,F1_Mean,F1_STD,Sens_Mean,Sens_STD,Spec_Mean,Spec_STD,TN,FP,FN,TP
FgMDM_Riemann,0.777,0.034,0.702,0.028,0.686,0.027,0.665,0.033,0.738,0.049,391,139,169,336
