Site,Total_Samples,ACC_Mean,ACC_Std,AUC_Mean,AUC_Std,F1_Mean,Sens_Mean,Spec_Mean,TN_Total,FP_Total,FN_Total,TP_Total
CALTECH,37,0.5726190476190476,0.07439285619032378,0.586111111111111,0.10192968406615985,0.5142857142857142,0.4833333333333333,0.65,12,6,10,9
CMU,27,0.67,0.2109502310972899,0.711111111111111,0.15966786514666573,0.6799999999999999,0.7,0.6333333333333333,8,5,4,10
KKI,48,0.5,0.1911627837120584,0.505,0.19906726947888187,0.5418181818181818,0.7,0.36,10,18,6,14
LEUVEN,63,0.5089743589743589,0.07552141782063151,0.5053968253968254,0.15968159297898543,0.3888888888888889,0.4,0.5952380952380952,20,14,17,12
MAX_MUN,52,0.5078787878787879,0.12267301456805386,0.54,0.22548712700383686,0.5256410256410257,0.5900000000000001,0.43999999999999995,12,16,10,14
NYU,175,0.5885714285714286,0.09814608021324388,0.6396666666666666,0.09048265641055811,0.5907554576520094,0.6933333333333334,0.51,51,49,23,52
OHSU,26,0.5066666666666666,0.10903618155864082,0.6055555555555556,0.2125680718856555,0.48,0.5333333333333333,0.5,7,7,6,6
OLIN,34,0.5476190476190477,0.30210898905832195,0.538888888888889,0.2974168625405372,0.5766666666666667,0.65,0.4,6,9,6,13
PITT,56,0.5712121212121212,0.0756817802651041,0.6222222222222221,0.08461970117626566,0.5943722943722943,0.62,0.5133333333333333,14,13,11,18
SBL,30,0.6333333333333333,0.13944333775567924,0.6666666666666667,0.2810913475705226,0.4847619047619047,0.4666666666666666,0.8,12,3,8,7
SDSU,36,0.6071428571428571,0.11845088536983571,0.6449999999999999,0.08426149773176361,0.43,0.4666666666666666,0.6799999999999999,15,7,7,7
STANFORD,39,0.5607142857142857,0.12727521200861044,0.65,0.1403121520040228,0.650952380952381,0.85,0.3,6,14,3,16
TRINITY,47,0.5733333333333334,0.1740228451016818,0.5780000000000001,0.21216974336601344,0.5022222222222222,0.55,0.6,15,10,10,12
UCLA,98,0.5610526315789474,0.057636986047717845,0.6317676767676768,0.05462078599048298,0.6303744950701472,0.6854545454545454,0.4111111111111111,18,26,17,37
UM,140,0.5711913884327677,0.07253378519124525,0.6479120879120879,0.02314531408896826,0.6378471205823234,0.8010989010989011,0.36476190476190473,27,47,13,53
USM,71,0.6190476190476191,0.12140522651411387,0.6604444444444445,0.1184125452145909,0.7278195488721805,0.7822222222222222,0.32,8,17,10,36
YALE,56,0.6621212121212121,0.18981770772803525,0.6362222222222222,0.154116518370251,0.6627972027972028,0.6799999999999999,0.64,18,10,9,19
