Model,P_Value,AUC_Mean,ACC_Mean,F1_Mean,Sens_Mean,Spec_Mean,Train_AUC_Mean,TN,FP,FN,TP
TS_Riemann_LogReg_standard_scaler,0.0196078431372549,0.7780421243922128,0.6985507246376812,0.6855871862032985,0.6731624927198603,0.723120470900404,1.0,383,147,165,340
