Fold,ACC,AUC,Params
1,0.6473429951690821,0.7098972922502335,{'C': 0.1}
2,0.6666666666666666,0.7240429505135387,{'C': 0.1}
3,0.6811594202898551,0.7011955912572391,{'C': 0.1}
4,0.6570048309178744,0.7003738317757009,{'C': 0.1}
5,0.5845410628019324,0.6627102803738318,{'C': 0.001}
