Model,P_Value,AUC_Mean,ACC_Mean,F1_Mean,Sens_Mean,Spec_Mean,Train_AUC_Mean,TN,FP,FN,TP
TS_Riemann_LinSVM_neuroHarmonize,0.0196078431372549,0.7677316525068515,0.7014492753623188,0.6906960010784784,0.6832017084061348,0.719257038735085,0.9999894930618154,381,149,160,345
