Fold,AUC,ACC,F1,Sens,Spec,Best_Params
1,0.6184873949579832,0.5990338164251208,0.5829145728643216,0.5686274509803921,0.6285714285714286,{'clf__C': 0.1}
2,0.6507002801120448,0.6086956521739131,0.6197183098591549,0.6470588235294118,0.5714285714285714,{'clf__C': 0.001}
3,0.6791518774518962,0.6473429951690821,0.6755555555555556,0.7524752475247525,0.5471698113207547,{'clf__C': 0.001}
4,0.6225233644859812,0.6231884057971014,0.6355140186915887,0.68,0.5700934579439252,{'clf__C': 0.001}
5,0.6123364485981307,0.6038647342995169,0.6057692307692307,0.63,0.5794392523364486,{'clf__C': 0.001}
