Site,Total_Samples,ACC_Mean,ACC_Std,AUC_Mean,AUC_Std,F1_Mean,Sens_Mean,Spec_Mean,TN_Total,FP_Total,FN_Total,TP_Total
CALTECH,37,0.49404761904761896,0.10991776971797254,0.4638888888888889,0.049378857873975494,0.45714285714285713,0.4333333333333333,0.55,10,8,11,8
CMU,27,0.5866666666666667,0.18648800974265825,0.7,0.1632993161855452,0.44333333333333336,0.4666666666666666,0.7,9,4,7,7
KKI,48,0.5,0.18408935028645435,0.6233333333333334,0.18030837781731363,0.5941724941724942,0.85,0.2533333333333333,7,21,3,17
LEUVEN,63,0.6038461538461538,0.09024584728399009,0.5803174603174603,0.12300757780531599,0.4068686868686869,0.36666666666666664,0.7952380952380953,27,7,18,11
MAX_MUN,52,0.5965656565656565,0.09449601573665976,0.526,0.18629009635512028,0.5654545454545454,0.58,0.6066666666666667,17,11,10,14
NYU,175,0.6628571428571428,0.06821335077893328,0.6799999999999999,0.0596657355607052,0.6100825898239691,0.6266666666666667,0.6900000000000001,69,31,28,47
OHSU,26,0.4666666666666666,0.19578900207451216,0.4444444444444445,0.21942686286812776,0.38,0.36666666666666664,0.5666666666666667,8,6,8,4
OLIN,34,0.6333333333333333,0.26810834781446186,0.6166666666666668,0.31885210782848317,0.6377777777777778,0.7,0.5333333333333333,8,7,5,14
PITT,56,0.5151515151515151,0.11338355717496791,0.5900000000000001,0.12454361128179606,0.4407070707070707,0.37333333333333335,0.6599999999999999,18,9,18,11
SBL,30,0.6333333333333333,0.1394433377556793,0.8222222222222222,0.180534186769688,0.42142857142857143,0.4666666666666667,0.8,12,3,8,7
SDSU,36,0.6357142857142857,0.1605157503874588,0.7033333333333334,0.08055363982396384,0.5314285714285714,0.5666666666666667,0.6799999999999999,15,7,6,8
STANFORD,39,0.5428571428571429,0.1303693732031713,0.6833333333333333,0.08878031563609382,0.64004329004329,0.85,0.25,5,15,3,16
TRINITY,47,0.611111111111111,0.22222222222222224,0.614,0.2323445717033217,0.563076923076923,0.6599999999999999,0.5599999999999999,14,11,7,15
UCLA,98,0.6936842105263158,0.0967727154147979,0.7212626262626263,0.06302099452114052,0.7472727272727273,0.8309090909090908,0.525,23,21,9,45
UM,140,0.6426746943988324,0.06742330721707687,0.6668864468864469,0.06718615774920214,0.6808862433862434,0.8318681318681319,0.4723809523809524,35,39,11,55
USM,71,0.6495238095238095,0.12529330667842037,0.6511111111111111,0.1538959083838292,0.7244427244582043,0.72,0.52,13,12,13,33
YALE,56,0.649090909090909,0.17937307925400953,0.6762222222222223,0.16744942114553668,0.6719502719502719,0.6866666666666668,0.6066666666666667,17,11,9,19
