Model,P_Value,AUC_Mean,ACC_Mean,F1_Mean,Sens_Mean,Spec_Mean,Train_AUC_Mean,TN,FP,FN,TP
TS_Riemann_LogReg_mean_centering,0.0196078431372549,0.7825819149298152,0.7207729468599035,0.7050605068199237,0.6831822947000583,0.7571735899438244,1.0,401,129,160,345
