Model,P_Value,AUC_Mean,ACC_Mean,F1_Mean,Sens_Mean,Spec_Mean,Train_AUC_Mean,TN,FP,FN,TP
TS_Riemann_LinSVM_mean_centering,0.0196078431372549,0.7783986642354306,0.6995169082125605,0.6851912307092619,0.6693783731314308,0.7287628788069627,1.0,386,144,167,338
