Model,Fold,AUC,ACC,F1,Sens,Spec,TN,FP,FN,TP,Train_AUC,Params
TS_Riemann_LinSVM_mean_centering,1,0.7757236227824463,0.7101449275362319,0.6808510638297872,0.6274509803921569,0.7904761904761904,83,22,38,64,1.0,{'C': 100}
TS_Riemann_LinSVM_mean_centering,2,0.8070961718020542,0.7294685990338164,0.711340206185567,0.6764705882352942,0.780952380952381,82,23,33,69,1.0,{'C': 0.1}
TS_Riemann_LinSVM_mean_centering,3,0.8072109097702223,0.7246376811594203,0.7135678391959799,0.7029702970297029,0.7452830188679245,79,27,30,71,1.0,{'C': 100}
TS_Riemann_LinSVM_mean_centering,4,0.7782242990654207,0.6956521739130435,0.6896551724137931,0.7,0.6915887850467289,74,33,30,70,1.0,{'C': 10}
TS_Riemann_LinSVM_mean_centering,5,0.7237383177570094,0.6376811594202898,0.6305418719211823,0.64,0.6355140186915887,68,39,36,64,1.0,{'C': 0.1}
